Codigo,Nombre,CodigoEstado,EstadoDescripcion,FechaProcesamiento
1260057-474-SE26,95501 Mantencion Correctiva Calderas Licitacion Id 1260057-36-Le25,4,Aceptada,2026-05-03 18:31:50
1260057-476-CM26,Compra Carnes,4,Aceptada,2026-05-03 18:31:50
1260057-481-SE26,Compra Alimentos Complementario,4,Aceptada,2026-05-03 18:31:50
1288-254-TD26,Orden De Compra Generada Por Trato Directo Id 1288-34-Ftd25,6,Aceptada,2026-05-03 18:31:50
1301-134-SE22,Trato Directo Extensionista Forestal,9,Anulada,2026-05-03 18:31:50
1305560-48-SE26,P01 Servicio De Internet Y Anexos Slep Valdivia - Año 2026,4,Aceptada,2026-05-03 18:31:50
1337362-20-AG26,Materiales Y Útiles De Aseo - Oc Generada Por Compra Ágil: 1337362-10-Cot26,6,Aceptada,2026-05-03 18:31:50
1346283-98-AG26,"Materiales Eléctricos Para Sala De Música Para El Centro Ip-Irc, Copiapó.",6,Aceptada,2026-05-03 18:31:50
1381-271-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1381-208-Cot26,6,Aceptada,2026-05-03 18:31:50
1403-306-AG26,"Compra De Leña Para Caldera, Por Invitación A Compra Ágil: 1403-137-Cot26",6,Aceptada,2026-05-03 18:31:50
1432083-892-AG26,"Edg, Varios Rbd´S, General, Transporte Para Operativo Medico, Panguipulli, 04-05-2026",6,Aceptada,2026-05-03 18:31:50
1432083-893-AG26,"Edg, Varios Rbd´S, General, Transporte Para Operativo Medico, Lanco, 05-05-2026",6,Aceptada,2026-05-03 18:31:50
1432083-894-AG26,"Edg, Varios Rbd´S, General, Transporte Para Operativo Medico, Mafil, 05-05-2026",6,Aceptada,2026-05-03 18:31:50
1455288-129-AG26,(Cofa)Adq. De Pasteleria Y Panaderia.(232/2026),6,Aceptada,2026-05-03 18:31:50
1456839-34-AG26,P01 Servicio De Aseo,6,Aceptada,2026-05-03 18:31:50
1469-1017-AG26,20-41253 Servicio De Dos (2) Vehículos Estilo Van Para Movilización De Treinta (30) Invitados Externos A Reunión Anual De La Red De Calidad De Universidades Estatales En La Sede Santa Cruz: 1469-1135-Cot26,6,Aceptada,2026-05-03 18:31:50
1499-2404-AG26,Jgs Articulos De Aseo,6,Aceptada,2026-05-03 18:31:50
1536-96-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1536-54-Cot26,6,Aceptada,2026-05-03 18:31:50
1741-133-AG26,Toner - Comunicaciones 9.... Compra Ágil: 1741-124-Cot26,6,Aceptada,2026-05-03 18:31:50
1758-34-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1758-31-Cot26,6,Aceptada,2026-05-03 18:31:50
1801-61-TD26,Orden De Compra Generada Por Trato Directo Id 1801-6-Ftd26,6,Aceptada,2026-05-03 18:31:50
1953-714-SE26,Servicio Reparación Parcial Techos Área Adm Área Técnica Y Oficina Estadística C.C.P. San Antonio(Cod.26.051),6,Aceptada,2026-05-03 18:31:50
2019-17-AG26,Mantención De Generadores Eléctricos En Pasos Fronterizos De Última Esperanza.,6,Aceptada,2026-05-03 18:31:50
2026-580-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2026-258-Cot26,6,Aceptada,2026-05-03 18:31:50
2069-3582-SE26,Ahf-Cp-052026-Insumos Clinicos Mayo-Lq,6,Aceptada,2026-05-03 18:31:50
2129-115-SE26,Mantención Y Reparación De Vehículos Municipales.,6,Aceptada,2026-05-03 18:31:50
2153-310-SE26,Mantencion Correctiva Eq Menores Cot 624-623,6,Aceptada,2026-05-03 18:31:50
2176-202-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2176-114-Cot26,6,Aceptada,2026-05-03 18:31:50
2176-74-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2176-30-Cot26,6,Aceptada,2026-05-03 18:31:50
2207-351-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2207-336-Cot26,6,Aceptada,2026-05-03 18:31:50
2279-193-AG26,Sp 271 Compra Ágil: 2279-179-Cot26,6,Aceptada,2026-05-03 18:31:50
2318-306-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2318-224-Cot26,6,Aceptada,2026-05-03 18:31:50
2318-319-TD26,Orden De Compra Generada Por Trato Directo Id 2318-26-Ftd26,6,Aceptada,2026-05-03 18:31:50
2322-268-CM26,"Orden De Compra: 2322-268-Cm26 ""Stock De Materiales De Aseo Bodega Municipal",4,Aceptada,2026-05-03 18:31:50
2322-269-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2322-159-Cot26. Renovación Instalación Eléctrica En Acometida De Viviendas En Cachiyuyo,6,Aceptada,2026-05-03 18:31:50
2322-283-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2322-217-Cot26. Adquisición Chaquetas Impermeables Para Personal De Fiscalización Y Terreno Dirección De Tránsito,4,Aceptada,2026-05-03 18:31:50
2395-362-AG26,(Sol. Ped. 445 ) Traslado E Instalación De Clínica Móvil/ Dirección De Salud.Orden De Compra Generada Por Invitación A Compra Ágil: 2395-365-Cot26,6,Aceptada,2026-05-03 18:31:50
2404-539-AG26,Fondo Externo Np 33 Secoplac Servicio Artistico Cultural Cuenta Cuentos Prg Somos Barrio Orden De Compra Generada Por Invitación A Compra Ágil: 2404-244-Cot26,6,Aceptada,2026-05-03 18:31:50
2407-266-AG26,Compra De Áridos Para Reparación De Veredas Del Departamento De Operaciones - Sp 209 Iddoc 260680,6,Aceptada,2026-05-03 18:31:50
2409-312-AG26,Adq. De Pinturas Para Escuela E-922,6,Aceptada,2026-05-03 18:31:50
2436-496-AG26,Adquisición De Articulos De Limpieza Necesarios Para Teatro Provincial Orden De Compra Generada Por Invitación A Compra Ágil: 2436-524-Cot26,6,Aceptada,2026-05-03 18:31:50
2464-493-AG26,Op 13 Articulos De Aseo/Bodega A Compra Ágil: 2464-574-Cot26,6,Aceptada,2026-05-03 18:31:50
2464-511-AG26,Cupula Y Parrila Op 23 Gestión De Riesgos Compra Ágil: 2464-650-Cot26,6,Aceptada,2026-05-03 18:31:50
2467-357-CM26,Orden De Compra: 2467-357-Cm26 Alimentos Para Hospederia,6,Aceptada,2026-05-03 18:31:50
2566-128-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2566-96-Cot26,6,Aceptada,2026-05-03 18:31:50
2568-96-SE26,Serv.Alimentacion Mes Marzo Licitacion 2568-5-Lr24,6,Aceptada,2026-05-03 18:31:50
2568-97-SE26,Ser. Alimentación Mes Marzo 2568-6-Lr25.,6,Aceptada,2026-05-03 18:31:50
2583-294-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2583-318-Cot26 S/P 167 Adquisicion De Cotillon / Dideco-Promocion De Los Derechos De Las Personas Mayores Y Personas En Situacion De Discapacidad / Sbn,6,Aceptada,2026-05-03 18:31:50
2583-298-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2583-330-Cot26 Sp N° 198/Adquis. De Piedras Y Rocallas/Depto. De Aseo-Daoga/Ptg,6,Aceptada,2026-05-03 18:31:50
2591-346-AG26,Adquisición De Insumos Y Artículos De Oficina Para Medio Ambiente Gestión Riesgo Y Desastre,6,Aceptada,2026-05-03 18:31:50
2591-351-AG26,Compra De Insumos Para La Residencia De La Unidad Rural,6,Aceptada,2026-05-03 18:31:50
2686-209-SE26,Habilitacion Dependencias Municipales Reina Norte Desde 2686-185-Le25,6,Aceptada,2026-05-03 18:31:50
2734-273-AG26,Gda-52388-Jmg-Du-Prg-Cp,6,Aceptada,2026-05-03 18:31:50
2752-8-AG26,"Bgi-1217-Adquisición De Juegos Didácticos E Insumos Para La Escuela José Elías Bolivar , Con Cargo A Subvención Sep.",6,Aceptada,2026-05-03 18:31:50
2765-161-AG26,"Reparación Chapa Daj, Compra Ágil: 2765-150-Cot26",6,Aceptada,2026-05-03 18:31:50
2776-273-AG26,"S/P 173810, Dideco, Contratacion Servicio De Capacitacion Teorico - Practico En Terreno De Ganaderia Regenerativa Para 25 Usuarios De Prodesal, En Rubro Bovino , Segun Lo Establecido En Los Terminos De Requerimientos De La Compra Agil Id: 277-312-Cot26.",6,Aceptada,2026-05-03 18:31:50
2783-330-TD26,Orden De Compra Generada Por Trato Directo Id 2783-234-Ftd26,6,Aceptada,2026-05-03 18:31:50
2783-365-TD26,Orden De Compra Generada Por Trato Directo Id 2783-264-Ftd26,5,Recepción Conforme,2026-05-03 18:31:50
2859-279-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2859-125-Cot26,6,Aceptada,2026-05-03 18:31:50
2859-310-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2859-268-Cot26,6,Aceptada,2026-05-03 18:31:50
2862-52-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2862-54-Cot26,6,Aceptada,2026-05-03 18:31:50
2902-209-TD26,Orden De Compra Generada Por Trato Directo Id 2902-37-Ftd26,6,Aceptada,2026-05-03 18:31:50
2909-200-SE26,"Evalauciones Pediatricas, Orden De Compra Desde 2909-18-Le26",6,Aceptada,2026-05-03 18:31:50
2909-203-AG26,"Transporte Escolar Diario Para Escuela Los Pumitas Por El Mes De Mayo, Orden De Compra Generada Por Invitación A Compra Ágil: 2909-226-Cot26",6,Aceptada,2026-05-03 18:31:50
2945-282-CM26,"Víveres Para Talcahuano, Al260218",6,Aceptada,2026-05-03 18:31:50
2982-45-SE26,Artículos De Librería Jenaed,6,Aceptada,2026-05-03 18:31:50
2983-78-SE26,Habilitar Dependencia Para Maquina Secado Bhpar,6,Aceptada,2026-05-03 18:31:50
3000-511-AG26,Insumos Para Coctel - Fomento,6,Aceptada,2026-05-03 18:31:50
3030-187-SE26,Telemedicina Holter De Presion,6,Aceptada,2026-05-03 18:31:50
3047-189-AG26,Elementos De Peluqueria,6,Aceptada,2026-05-03 18:31:50
3084-54-AG26,Adquisición De 02 Monitores Proveniente Desde Compra Ágil 3084-29-Cot26,6,Aceptada,2026-05-03 18:31:50
3145-196-AG26,001-002-006//002//Gba Sa 21 Adquisición De Televisor Smart Para Base Aéra Canchones,6,Aceptada,2026-05-03 18:31:50
3202-137-AG26,Adquisicion De Articulos Para Inauguracion Mes Del Mar Compra Ágil: 3202-156-Cot26,6,Aceptada,2026-05-03 18:31:50
3235-133-AG25,Servicio Prestación Médica En Arica,12,Recepción Conforme,2026-05-03 18:31:50
3235-189-SE26,Scanner Febrero 2026,12,Recepción Conforme,2026-05-03 18:31:50
3235-190-SE26,Procedimientos Cardiologos Febrero 2026,12,Recepción Conforme,2026-05-03 18:31:50
3235-191-SE26,Colonoscopia Febrero 2026,12,Recepción Conforme,2026-05-03 18:31:50
3235-193-SE26,Plan Materno Infantil Rayos Simple,12,Recepción Conforme,2026-05-03 18:31:50
3235-194-SE26,Accidente Acto Servicio,12,Recepción Conforme,2026-05-03 18:31:50
3235-197-SE26,Rayos X Simples,12,Recepción Conforme,2026-05-03 18:31:50
3235-199-SE26,Consulta Urgencia,12,Recepción Conforme,2026-05-03 18:31:50
3235-232-SE26,Atención Urgencia,12,Recepción Conforme,2026-05-03 18:31:50
3235-234-SE26,Procedimientos Cardiologicos,12,Recepción Conforme,2026-05-03 18:31:50
3235-235-SE26,Colonoscopia,12,Recepción Conforme,2026-05-03 18:31:50
3235-236-SE26,Resonancia Magnetica,12,Recepción Conforme,2026-05-03 18:31:50
3235-237-SE26,Procedimientos Cardiologos,12,Recepción Conforme,2026-05-03 18:31:50
3235-238-SE26,Examen Escaner,12,Recepción Conforme,2026-05-03 18:31:50
3235-239-SE26,Mamografia,12,Recepción Conforme,2026-05-03 18:31:50
3235-240-SE26,Rayos X Simples,12,Recepción Conforme,2026-05-03 18:31:50
3248-19-AG26,Adquisicion De Articulos Para Sostenimiento Y Mantencion De Unidad.,6,Aceptada,2026-05-03 18:31:50
3335-424-AG26,"Contratación Para Transporte Escolar Sector Rural Choroico (Mes De Mayo 2026) Ord. Int. N°285 Encargada De Transporte Daem – Subv. Regular, Proveniente De Compra Ágil 3335-406-Cot26.",4,Aceptada,2026-05-03 18:31:50
3335-425-AG26,"Contratación Para Transporte Escolar Sector Rural Pilpilcahuin (Mes De Mayo 2026) Ord. Int. N°286 Encargada De Transporte Daem – Subv. Regular, Proveniente De Compra Ágil 3335-407-Cot26",6,Aceptada,2026-05-03 18:31:50
3381-75-AG26,"Adq De Elementos Para La Limpieza, Higiene Y Mantención De Las Dependencias Utilizadas Durante El Desarrollo Del Modulo Foco 2026. 3381-67-Cot26",6,Aceptada,2026-05-03 18:31:50
3447-1155-AG26,"Orden De Compra Generada Por Invitación A Compra Ágil: 3447-175-Cot26, Adquisición De Lanyard Con Porta Credencial",6,Aceptada,2026-05-03 18:31:50
3453-174-AG26,Adquisición De Licencia Módulo Biblioteca Para La Escuela De Formación De Carabineros.Orden De Compra Generada Por Invitación A Compra Ágil: 3453-68-Cot26,6,Aceptada,2026-05-03 18:31:50
3510-382-AG26,Atenciones Pediátricas Alumnos Pie Escuelas De La Comuna,6,Aceptada,2026-05-03 18:31:50
3512-433-SE26,Servicio Coffee Break Inaguración Cancha Cuz Cuz - Dideco,6,Aceptada,2026-05-03 18:31:50
3512-438-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 3512-45-Cot26,6,Aceptada,2026-05-03 18:31:50
3608-248-AG26,Adquisicion Mates Con Bombilla Y Rosas Rojas Naturales Individuales Compra Agil Id 3608-246-Cot26 (Dideco - Programa Adulto Mayor),6,Aceptada,2026-05-03 18:31:50
3710-231-SE26,Arriendo Software De Gestion Farmacia Municipal,6,Aceptada,2026-05-03 18:31:50
3796-213-AG26,"Artista Musical Agrupacion Folclorica, Cultura/3796-278-Cot26",6,Aceptada,2026-05-03 18:31:50
3809-31-AG26,Articulos De Aseo : 3809-16-Cot26,6,Aceptada,2026-05-03 18:31:50
3871-73-SE26,Mantencion Preventiva Sillones Dentales 52,6,Aceptada,2026-05-03 18:31:50
3942-126-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 3942-117-Cot26,6,Aceptada,2026-05-03 18:31:50
4034-183-SE26,Aumento De Obra Del Proyecto De Construcción De Cierre De Cubierta De Multicancha De Escuela F-819 - Fondos Myr,6,Aceptada,2026-05-03 18:31:50
4050-297-AG26,"Adquisición De Fuente De Poder, Municipalidad De Lonquimay",6,Aceptada,2026-05-03 18:31:50
4081-156-AG26,Evaluaciones Neurologicas Alumnos De Unidades Educativas Cabrero,6,Aceptada,2026-05-03 18:31:50
4105-289-AG26,Compra De 3.300 Cosmetiqueros,6,Aceptada,2026-05-03 18:31:50
4105-294-AG26,"Compra Artículos De Aseo Para Buses, Minibuses Y Camionetas",6,Aceptada,2026-05-03 18:31:50
4195-531-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 4195-390-Cot26,6,Aceptada,2026-05-03 18:31:50
4230-55-AG26,"Adquisición De Pellet Para Las Estufas Que Calefaccionan Los Dormitorios Y El Comedor De Los Carabineros Alumnos Y Alumnas De Este Plantel De Estudio, De La Escuela De Formación De Carabineros “Grupo Valdivia”.",6,Aceptada,2026-05-03 18:31:50
4291-423-TD26,Orden De Compra Generada Por Trato Directo Id 4291-65-Ftd26,6,Aceptada,2026-05-03 18:31:50
4322-259-AG26,Orden De Compra Ágil: 4322-251-Cot26 Adquisicion De Materiales De Oficina Centro Diurno,6,Aceptada,2026-05-03 18:31:50
4375-1147-SE26,Bolsas De Medicamento Mayo / 4375-233-Le24,6,Aceptada,2026-05-03 18:31:50
439-181-SE26,Servicio De Transporte Mensual Ruta N°1 Sala Cuna Los Pequencitos,6,Aceptada,2026-05-03 18:31:50
439-182-SE26,Servicio De Transporte Escolar Mensual Ruta N°1 Esc. Santa Rosa,6,Aceptada,2026-05-03 18:31:50
4487-154-AG26,"Ccontenedores Y Otros Materiales, Escuela Villa Coigue",6,Aceptada,2026-05-03 18:31:50
4511-44-SE26,Orden De Compra Desde 4511-23-Le26,6,Aceptada,2026-05-03 18:31:50
4596-267-AG26,Traslado De Alumnos Desde Huampuli Hasta Liceo Polivalente De San Nicolas: 4596-212-Cot26,6,Aceptada,2026-05-03 18:31:50
4596-269-SE26,Transferencia Acceso Al Aprendizaje Para Todos Los Alumnos Del Sector Rural De San Nicolás Código Bip 40064140-0 Desde 4596-18-Lp26,6,Aceptada,2026-05-03 18:31:50
4617-9-AG26,Servicio De Mantencion Y Recarga De Extintores Año 2026 Para Ii Region Mediante Compra Agil Id 4617-7-Cot26,6,Aceptada,2026-05-03 18:31:50
5067-1023-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 5067-948-Cot26,6,Aceptada,2026-05-03 18:31:50
514862-270-SE26,10032500 Mantención Preventiva Bombas Agua,6,Aceptada,2026-05-03 18:31:50
531153-52-AG26,Insumos De Ferreteria Pieza Casino De Oficiales A Compra Ágil: 531153-46-Cot26,6,Aceptada,2026-05-03 18:31:50
5338-241-AG26,C.A. – Adquisición De Tintas Y Toner. Sol. Nº156835,6,Aceptada,2026-05-03 18:31:50
5349-722-TD26,Orden De Compra Generada Por Trato Directo Id 5349-123-Ftd26,6,Aceptada,2026-05-03 18:31:50
5394-180-AG26,C.A. – Adquisición De Tintas Y Toner. Sol. Nº156805,6,Aceptada,2026-05-03 18:31:50
5429-50-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 5429-42-Cot26,6,Aceptada,2026-05-03 18:31:50
557639-624-AG26,Compra Calefont Cementerio Rancagua Cdp 962,6,Aceptada,2026-05-03 18:31:50
5602-87-SE26,Correspondiente A Los Servicios De Transporte.,6,Aceptada,2026-05-03 18:31:50
5657-110-SE26,Ngd. Sire 732 Servicio Preparación Fisica Marzo 20,6,Aceptada,2026-05-03 18:31:50
5701-46-AG26,Aquisición De Utiles De Aseo Depto. P.4,6,Aceptada,2026-05-03 18:31:50
5769-97-SE26,Re.286.24Vp Servicio De Coffee Break,6,Aceptada,2026-05-03 18:31:50
5803-20-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 5803-25-Cot26 Solped 20/41174,6,Aceptada,2026-05-03 18:31:50
608-4065-SE26,(Nps) Alimentación Pedido Abril/ 608-91-Lr25,6,Aceptada,2026-05-03 18:31:50
619568-57-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 619568-29-Cot26 Np 302,6,Aceptada,2026-05-03 18:31:50
696954-20-AG26,Reparación Portón Vehicular Fl Rio Negro,6,Aceptada,2026-05-03 18:31:50
721-84-TD26,Orden De Compra Generada Por Trato Directo Id 721-35-Ftd26,6,Aceptada,2026-05-03 18:31:50
727865-37-AG26,Adquisición Del Servicio De Fotografia Para La Academia De Guerra Del Cmlr,6,Aceptada,2026-05-03 18:31:50
757818-141-AG26,Profesional Veterinario Operativo Ganadero 2026,6,Aceptada,2026-05-03 18:31:50
776-306-CM26,Jpg - Pasajes Aereos Nacionales Gppmc04Mayo2026,6,Aceptada,2026-05-03 18:31:50
900-472-AG26,"Hds- Cortinas Roller Policlinico, Ssgg",6,Aceptada,2026-05-03 18:31:50
921831-91-SE26,"Reparacion, Refuerzo Y Pintura Vf Ob Angol",6,Aceptada,2026-05-03 18:31:50
928-134-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 928-104-Cot26,6,Aceptada,2026-05-03 18:31:50
