Codigo,Nombre,CodigoEstado,EstadoDescripcion,FechaProcesamiento
1002772-5940-AG26,"Canula De Traqueostomia 5.5 Tipo Shiley Con Balon,Id:1002772-1180-Cot26,(Ag,Caae Indiferenciado,2204005003,Apg)",6,Aceptada,2026-05-03 18:31:50
1002772-5941-SE26,"Sutura De Polipropileno Monofilamento/Sutura De Polipropileno Monofilamento, Calibre 4.0 Id: 1002772-27-Lr25 (Lc,Pabellon Central Y Anestesia,2204004003,Rrc)",4,Aceptada,2026-05-03 18:31:50
1002772-5942-AG26,"Sabanilla De Parto, Apósito Ultra Absorbente 75 X 91 Cm Tipo Medline O Su Equivalente Tecnico Id:1002772-1170-Cot26 (Ag,Partopabe,2204005003,Mtm)",5,Recepción Conforme,2026-05-03 18:31:50
1002772-5943-AG26,"Ejercitador Pulmonar Triflo Ii,Id:1002772-1181-Cot26,(Ag,Hosdom,2204005003,Apg)",6,Aceptada,2026-05-03 18:31:50
1002772-5944-AG26,"Venda Elastica 3 Mts 7 Cm Ancho Id:1002772-1171-Cot26 (Ag,Cirinf,2204005003,Mtm)",6,Aceptada,2026-05-03 18:31:50
1002772-5945-SE26,"Sutura De Nylon Monofilamento Negro Calibre 6.0 Longitud 45Cms Con Aguja Estriada De Reverso Cortante Punta De Precision 3/8 Circular 10.5 Mm Id:1002772-28-Lr25 (Lc,Pabellon Central Y Anestesia,2204004003,Rrc)",4,Aceptada,2026-05-03 18:31:50
1002772-5947-AG26,"Protesis Bifurcada 20X10 Mm,Id:1002772-1182-Cot26,(Ag,Pab. Central,224004004,Apg)",6,Aceptada,2026-05-03 18:31:50
1002772-5948-SE26,"Sutura De Nylon Monofilamento Negro Calibre 2.0-3.0 -4.0- 5.0 Id: 1002772-28-R125 (Lc,Pabellon Central Y Anestesia,2204004003,Rrc)",6,Aceptada,2026-05-03 18:31:50
1002772-5950-AG26,"Gasa Larga 5X100 X 5 Unidades Doble Empaque Esteril Con Hilo Radiopaco,Id:1002772-1187-Cot26,(Ag,Cx Infantil,2204004003,Apg)",4,Aceptada,2026-05-03 18:31:50
1002772-5951-AG26,"Cateter Con Reservorio 5.8 Fr Con Kit Introductor,Id);1002772-1189-Cot26, (Ag,Pab.Central,2204005003,Apg",4,Aceptada,2026-05-03 18:31:50
1002772-5952-SE26,"Cera Osea 2.5 Gr Id: 1002772-30-Lq25 (Lc, Unidad De Pabellon Central Y Anestesia,2204005003,Rrc)",4,Aceptada,2026-05-03 18:31:50
1002772-5954-SE26,"Sutura De Monofilamento De Polidioxanona 6/0 / Sutura De Monofilamento De Polidioxanona Calibre 1.0 Id: 1002772-36-Lr25 (Lc,Pabellon Central Y Anestesia,2204004003,Rrc)",6,Aceptada,2026-05-03 18:31:50
1002772-5956-AG26,"Aposito Transparente 10 X 12 Cm De Poliuretano De Microadhesion Selectiva (Similar Tecnico Mepitel Film)//Aposito Transparente 6 X 7 Cm De Poliuretano De Microadhesion Selectiva (Similar Tecnico Mepitel Film) Id:1002772-1172-Cot26 (Ag,Pedia,2204004003,Mtm",4,Aceptada,2026-05-03 18:31:50
1002772-5957-AG26,"Guante Alto Riesgo Texturizado Talla S Antidesliz Id:1002772-1174-Cot26 (Ag,Onco,2204005003,Mtm)",5,Recepción Conforme,2026-05-03 18:31:50
1002772-5958-AG26,"Aguja Inyectora De Botox Modelo Williams 5Fr X 35Cm,Id:1002772-1192-Cot26,(Ag,Procedimiento,2204005003,Apg)",4,Aceptada,2026-05-03 18:31:50
1002772-5959-SE26,"Seda Negra N° 5/0 Con Aguja Semicirculo Atraumatica 17/18 Mm (1-28) Id: 1002772-40-Lp25 (Lc,Pabellon Central Y Anestesia,2204004003,Rrc)",6,Aceptada,2026-05-03 18:31:50
1002772-5960-AG26,"Canula Traqueostomia 7.5 Mm Con Balon Id:1002772-1176-Cot26 (Ag,Caae,2204005003,Mtm)",6,Aceptada,2026-05-03 18:31:50
1002772-5961-SE26,"Sutura De Seda Trenzada Calibre 3.0 Color Negro Longitud 75Cms Con Aguja Estriada Punta Cilindrada 1/2 De Circulo De 26Mm(1-27) Id: 1002772-40-R125 (Lc, Pabellon Central Y Anestesia,2204004003,Rrc)",4,Aceptada,2026-05-03 18:31:50
1002772-5962-AG26,"Set De Cistostomia 16 Fr Con Trocar Desechable,Id:1002772-1193-Cot26;(Ag,Procedimiento,2204005003,Apg)",6,Aceptada,2026-05-03 18:31:50
1002772-5963-AG26,"Sonda Foley 100% Siliconada 14 Fr Con Balon 5 -15 Ml 2 Vias (1-30) Id:1002772-1198-Cot26 (Ag,Trauma,2204005003,Mtm)",6,Aceptada,2026-05-03 18:31:50
1002772-5964-SE26,"Sutura De Seda Trenzada Calibre 2.0 Negro 75 Cms Con Aguja Estriada Punta Cilindrica 1/2 Circulo 26Mm (1-28) Id:1002772-40-R125 (Lc, Pabellon Central Y Anestesia,2204004003,Rrc)",4,Aceptada,2026-05-03 18:31:50
1002772-5966-AG26,"Venda Aposito 10 X 100 Cm Esteril Id: 1002772-1185-Cot26 (Ag,Cirinf,2204004003,Mtm)",6,Aceptada,2026-05-03 18:31:50
1002772-5967-AG26,"Venda Autoadherente 5 Cm,Id:1002772-1200-Cot26,(Ag,Emergencia Adulto,2204004003,Apg)",4,Aceptada,2026-05-03 18:31:50
1002772-5968-SE26,"Sutura De Catgut Simple, Calibre 1.0, Color Marron, Longitud 70 Cms, Con Aguja Estriada De Punta Cilindrica, Diametro Grueso, 1/2 Circulo 36.4 Mm (Ct-1) Id: 1002772-43-Le25 (Lc,Pabellon Central Y Anestesia,2204004003,Rrc)",6,Aceptada,2026-05-03 18:31:50
1002772-5969-SE26,"Adaptador Enfit /Enlock Enfit Id: 1002772-61-Lr25 (Lc,U.T.I Adulto,2204005003,Rrc)",6,Aceptada,2026-05-03 18:31:50
1002772-5970-AG26,"Cateter Epicutaneo 1.9 A 2 Fr Monolumen Con Microintroductor Pelable, Esteril, Libre De Latex,Id:1002772-1212-Cot26;(Ag,Neonatologia,2204005003,Apg)",4,Aceptada,2026-05-03 18:31:50
1002772-5971-SE26,"Test Para Determinación Proteína C Reactiva (Equipo Quikread Go) Id: 1002772-76-Le24 (Lc,Laboratorio Clinico,2204005002,Rrc)",6,Aceptada,2026-05-03 18:31:50
1002772-5972-AG26,"Cateter Epicutaneo Doble Lumen 1.9 A 2 Fr Con Microintroductor Pelable ,Esteril,Libre De Latex.,Id:1002772-1213-Cot26,(Ag,Neonatologia,2204005003,Apg)",4,Aceptada,2026-05-03 18:31:50
1002772-5973-AG26,"Alginato Calcio 10 X 10 Cm Id:1002772-1186-Cot26 (Ag,Medi 6B,Cirinf,2204005003,Mtm)",4,Aceptada,2026-05-03 18:31:50
1002772-5974-SE26,"Equipo Infusion Sangre Pediatrico 15 Gotas/Ml / Equipo Infusion Sangre Adulto Id:1002772-79-Lp25 (Lc,Medicina Transfusional ,2204005003,Rrc)",4,Aceptada,2026-05-03 18:31:50
1002772-5975-AG26,"Canula Traqueostomia Pediatrica 7.0 Con Balon Con Aspiracion Subglotica (Similar Tecnico Shiley) Id: 1002772-1177-Cot26 (Ag,Caae,2204005003,Mtm)",6,Aceptada,2026-05-03 18:31:50
1002772-5985-AG26,"Canula Aspiracion 5Mm X 45 Cm Reutilizablea Compra Ágil: 1002772-1190-Cot26 (Ag,Pabellon,2204005003,Cmg)",6,Aceptada,2026-05-03 18:31:50
1002772-5986-AG26,"Dispositivo De Cierre De Monofilamento Absorvible Con Anclas Unidireccionales Helicoides Calibre 3.0 Aguja 17 Mm Redonda 1/2 Circulo Hebra 15 Cm Longitud Id:1002772-1188-Cot26 (Ag,Pab,2204004003,Cbo)",6,Aceptada,2026-05-03 18:31:50
1003-55-SE26,Orden De Compra Desde 1003-5-Lp26,4,Aceptada,2026-05-03 18:31:50
1003473-1094-SE26,Produccion Línea Quimica Clinica Enero 2026,12,Recepción Conforme,2026-05-03 18:31:50
1003473-1155-SE26,Prog Pabellon 03/2026 Kit By Pass Desde 1003473-10,12,Recepción Conforme,2026-05-03 18:31:50
1003473-133-SE26,Prog. Endoscopia Enero 2026 1003473-97-Lp25,12,Recepción Conforme,2026-05-03 18:31:50
1003473-1715-AG26,Prog Pabellon 03/2026 A Compra Ágil: 1003473-1453-Cot26,12,Recepción Conforme,2026-05-03 18:31:50
1003473-1716-AG26,Prog Pabellon 03/2026 A Compra Ágil: 1003473-1434-Cot26,12,Recepción Conforme,2026-05-03 18:31:50
1003473-1717-AG26,Prog Pabellon 03/2026 A Compra Ágil: 1003473-1420-Cot26,12,Recepción Conforme,2026-05-03 18:31:50
