Codigo,Nombre,CodigoEstado,EstadoDescripcion,FechaProcesamiento
1075963-5050-SE26,Orden De Compra Desde 1075963-232-Le25 Reorden,12,Recepción Conforme,2026-05-03 19:49:54
1075963-5195-SE26,Orden De Compra Desde 1075963-232-Le25 Sr 229878,12,Recepción Conforme,2026-05-03 19:49:54
1075963-5260-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1075963-550-Cot26,12,Recepción Conforme,2026-05-03 19:49:54
1075963-5264-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1075963-553-Cot26,12,Recepción Conforme,2026-05-03 19:49:54
1075963-5391-SE26,Orden De Compra Desde 1075963-412-Le25 Reorden,12,Recepción Conforme,2026-05-03 19:49:54
1075963-5399-SE26,Orden De Compra Desde 1075963-372-Lq23 Reorden,12,Recepción Conforme,2026-05-03 19:49:54
1075963-5436-SE26,Orden De Compra Desde 1075963-555-Lq24 Reorden,12,Recepción Conforme,2026-05-03 19:49:54
1075963-5568-SE26,Orden De Compra Desde 1075963-473-Le25 R309863,12,Recepción Conforme,2026-05-03 19:49:54
1075963-5671-SE26,Orden De Compra Desde 1075963-150-Le26,5,En Proceso,2026-05-03 19:49:54
1078078-1215-CM26,"Sc 23976 - Diferentes Kit - Comuna De Parral, Region Del Maule",6,Aceptada,2026-05-03 19:49:54
1078177-313-AG26,Adquisición De Servicio De Limpieza De Fosas Reten Y Casas Fiscales Pref. Villarrica,6,Aceptada,2026-05-03 19:49:54
1079445-222-CM26,Adq. 2.500 Lt De Gas Tenencia San Sebastian Orden De Compra: 1079445-222-Cm26,4,Enviada a Proveedor,2026-05-03 19:49:54
1079563-160-AG26,Contratación De Servicios Para El Suministro E Instalación De Parabrisas Para El Vehículo Fiscal Vpc-1789 (Vhtg-71) De Cargo De La Oficina De Seguridad Privada Os10 Cachapoal.,6,Aceptada,2026-05-03 19:49:54
1106245-58-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1106245-57-Cot26,6,Aceptada,2026-05-03 19:49:54
1108338-1-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1108338-260-Cot25,12,Recepción Conforme,2026-05-03 19:49:54
1108338-53-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1108338-28-Cot26,12,Recepción Conforme,2026-05-03 19:49:54
1108338-54-SE26,Orden De Compra Desde 1108338-12-Le26,12,Recepción Conforme,2026-05-03 19:49:54
1113265-34-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1113265-9-Cot26,6,Aceptada,2026-05-03 19:49:54
1134432-340-AG26,Arriendo De Carpa Y Mobiliario Para Celebración Del Día De La Madre 2026 Orden De Compra Generada Por Invitación A Compra Ágil: 1134432-347-Cot26,6,Aceptada,2026-05-03 19:49:54
1137833-83-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1137833-61-Cot26,6,Aceptada,2026-05-03 19:49:54
1151549-109-AG26,Cables Hdmi Para Conectividad Y Soporte 1151549-116-Cot26,6,Aceptada,2026-05-03 19:49:54
1173441-12-SE26,Insumos De Panaderia Para El Cet Semiabierto (1173441-12-Se26),6,Aceptada,2026-05-03 19:49:54
1175-312-AG26,"Adq. Juego Infantil, Hospital Villarrica",6,Aceptada,2026-05-03 19:49:54
1183926-79-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1183926-84-Cot26,6,Aceptada,2026-05-03 19:49:54
1195104-491-SE24,Licencias Power B.I,12,Recepción Conforme,2026-05-03 19:49:54
1208089-20-SE26,Proviene De Compra Ágil 1208089-17-Cot26,6,Aceptada,2026-05-03 19:49:54
1208104-21-SE25,Servicios De Aseo Y Limpieza - Dirección Regional Biobio,12,Recepción Conforme,2026-05-03 19:49:54
1208985-23-SE25,Rfa_ Servicio De Suministro De Farmacia Y Perfumer,12,Recepción Conforme,2026-05-03 19:49:54
1211992-63-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1211992-73-Cot26,6,Aceptada,2026-05-03 19:49:54
1233615-370-SE26,"Rmg-Sol00265-Escuela José Miguel Carrera, Mat Ense",12,Recepción Conforme,2026-05-03 19:49:54
1233615-373-SE26,"Rmg-Sol00163-Liceo Melinka, Material Enseñanza",12,Recepción Conforme,2026-05-03 19:49:54
1233615-375-SE26,"Rmg-Sol00201-Jardín Los Corderitos, Material Enseñan",12,Recepción Conforme,2026-05-03 19:49:54
1238177-65-AG26,Linterna Tactica : 1238177-45-Cot26,6,Aceptada,2026-05-03 19:49:54
1240099-110-TD26,Orden De Compra Generada Por Trato Directo Id 1240099-83-Ftd26,6,Aceptada,2026-05-03 19:49:54
1260-250-SE23,Servicio De Continuidad Operativa Para Dos Relojes,12,Recepción Conforme,2026-05-03 19:49:54
1260057-462-AG26,Compra Herramientas,6,Aceptada,2026-05-03 19:49:54
1261-20-AG26,Servicios De Coffee Break -Fondo Comunidad Activa_,6,Aceptada,2026-05-03 19:49:54
1268-34-AG26,"1268-20-Cot26, Neumaticos Vehiculo Fiscal Jmc Biobio",6,Aceptada,2026-05-03 19:49:54
1312459-41-CM26,Orden De Compra: 1312459-41-Cm26/ Combustible Diesel-Nzm,4,Enviada a Proveedor,2026-05-03 19:49:54
1346282-158-AG26,Compra Ágil: 1346282-44-Cot26 (Utiles Escolares Para Talleres) Lae-Ip,5,En Proceso,2026-05-03 19:49:54
1366597-917-TD26,Orden De Compra Generada Por Trato Directo Id 1366597-256-Ftd26,4,Enviada a Proveedor,2026-05-03 19:49:54
1366597-938-TD26,Orden De Compra Generada Por Trato Directo Id 1366597-273-Ftd26,4,Enviada a Proveedor,2026-05-03 19:49:54
1391-741-CM26,C.C.P. De Talca Fosoad N° 68 Compra Mercaderia Para El Servicio De Alimentacion,6,Aceptada,2026-05-03 19:49:54
1398-491-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1398-167-Cot26,4,Enviada a Proveedor,2026-05-03 19:49:54
1403-307-AG26,Compra De Articulos De Aseo Para La Dirección Regional Aysen Y Unidades Dependientes,4,Enviada a Proveedor,2026-05-03 19:49:54
1422824-1270-CM26,(Ler) Cloro Al 5 % Stock Anual,12,Recepción Conforme,2026-05-03 19:49:54
1422824-635-AG26,(Ler) 1422824-412-Cot26 Papel Mantequilla Stock Anual,12,Recepción Conforme,2026-05-03 19:49:54
1432083-860-AG26,"Cc, Rbd7057, Sol1583,General, Materiales Pedagógicos Para Escuela Rural Pitren De Panguipulli,2204002 Orden De Compra Generada Por Invitación A Compra Ágil: 1432083-421-Cot26",6,Aceptada,2026-05-03 19:49:54
1432083-868-AG26,"Cc, Rbd 7072, Sol 1768, General,Vestimenta Mapuche Para La Escuela Rural Llancahue De Panguipulli,2202001 Orden De Compra Generada Por Invitación A Compra Ágil: 1432083-426-Cot26",6,Aceptada,2026-05-03 19:49:54
1469-1002-AG26,20-41193 Adquisición De Toalla De Papel-Repuesto Aerosol Y Manga Servilleta: 1469-1094-Cot26,6,Aceptada,2026-05-03 19:49:54
1485930-15-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1485930-15-Cot26,6,Aceptada,2026-05-03 19:49:54
1499-1092-CM26,Pechuga De Pollo Y Churrascos,12,Recepción Conforme,2026-05-03 19:49:54
1499-149-SE26,Insumos Hemodinamia,12,Recepción Conforme,2026-05-03 19:49:54
1499-1671-SE26,Aoh Regularización Dispositivo Hemodinamia,12,Recepción Conforme,2026-05-03 19:49:54
1499-1674-SE26,Aoh Regularización Dispositivo Hemodinamia,12,Recepción Conforme,2026-05-03 19:49:54
1499-2094-CM26,Jgs Nutricion,12,Recepción Conforme,2026-05-03 19:49:54
1499-2112-SE26,Jgs Programacion Electrofisiologia,12,Recepción Conforme,2026-05-03 19:49:54
1499-2360-CM26,Jgs Nutricion,12,Recepción Conforme,2026-05-03 19:49:54
1499-2368-SE26,Rss Paquete Cardiovascular (Pabellon),12,Recepción Conforme,2026-05-03 19:49:54
1499-2388-SE26,Jgs Sutura (Pabellon),12,Recepción Conforme,2026-05-03 19:49:54
1499-2432-CM26,Rss Regularización Alimentación 1499-2432-Cm26,12,Recepción Conforme,2026-05-03 19:49:54
1499-2434-CM26,Rss Regularización Alimentación 1499-2434-Cm26,12,Recepción Conforme,2026-05-03 19:49:54
1514-1766-SE26,Orden De Compra Desde 1514-126-Le25,6,Aceptada,2026-05-03 19:49:54
1514-1780-SE26,Orden De Compra Desde 1514-56-Lq25,6,Aceptada,2026-05-03 19:49:54
1531-6-AG26,"Compra Ágil: 1531-9-Cot26, Seguro General Vehículo",12,Recepción Conforme,2026-05-03 19:49:54
1536-15-SE26,Orden De Compra Desde 1536-1-L126,12,Recepción Conforme,2026-05-03 19:49:54
1536-20-SE26,Contratación De Servicio De Aseo E Higienización,12,Recepción Conforme,2026-05-03 19:49:54
1536-89-TD26,Orden De Compra Generada Por Trato Directo Id 1536-23-Ftd26,12,Recepción Conforme,2026-05-03 19:49:54
1536-92-TD26,Orden De Compra Generada Por Trato Directo Id 1536-24-Ftd26,12,Recepción Conforme,2026-05-03 19:49:54
1540-1007-SE26,1540-83-Lp24 Convenio De Suministro De Medicamentos Orales Miscelaneos. Stock 3 Meses. Abril 2026. Farmacia,12,Recepción Conforme,2026-05-03 19:49:54
1540-1011-SE26,"1540-53-Lp25 Convenio Suministro Medicamentos Nuevos Cf01. Stock 3 Meses. Abril 2026, Farmacia.",12,Recepción Conforme,2026-05-03 19:49:54
1540-627-AG26,"1540-300-Cot26 Adquisicion De Carpetas Con Acoclip Azul Y Verde, Marzo 2026. Medico Quirurgico Adulto.",12,Recepción Conforme,2026-05-03 19:49:54
1540-873-SE26,"1540-24-Le25 Convenio Suministro Medicamento Miscelaneos, Stock 3 Meses. Abril 2026. Farmacia",12,Recepción Conforme,2026-05-03 19:49:54
1540-879-SE26,1540-77-Lp24 Medicamentos Misceláneos Inyectables. Stock 3 Meses. Abril 2026. Farmacia,12,Recepción Conforme,2026-05-03 19:49:54
1540-882-CM26,"Articulos De Escritorio, Abril 2026, Periodo 2 Meses, Abastecimiento",12,Recepción Conforme,2026-05-03 19:49:54
1540-933-SE26,1540-118-Le25 Convenio Suministro De Etiquetas Y Bolsas. Stock 3 Meses. Abril 2026. Farmacia,12,Recepción Conforme,2026-05-03 19:49:54
1540-936-AG26,"1540-509-Cot26 Implementos Para Medicina Fisica Y Rehabilitación, Abril 2026, Medicina Fisica Y Rehabilitación",12,Recepción Conforme,2026-05-03 19:49:54
1540-937-CM26,"Productos Basicos De Aseo, Abril 2026, Periodo 2 Meses, Abastecimiento",12,Recepción Conforme,2026-05-03 19:49:54
1540-940-AG26,"1540-519-Cot26 Archivador Blanco, Abril 2026. Ginecologia Y Obstetricia.",12,Recepción Conforme,2026-05-03 19:49:54
1540-941-AG26,"1540-526-Cot26, Compra De Bolsas Plasticas, Abril 2026, Laboratorio",12,Recepción Conforme,2026-05-03 19:49:54
1540-945-AG26,"1540-534-Cot26, Compra De Insumos De Escritorio, Abril 2026, Medico Quirurgico Infantil",12,Recepción Conforme,2026-05-03 19:49:54
1540-946-AG26,"1540-536-Cot26, Compra De Insumos De Escritorio, Abril 2026, Medico Quirurgico Adulto",12,Recepción Conforme,2026-05-03 19:49:54
1540-954-AG26,"1540-523-Cot26 Equipo De Audio Completo Con Microfono, Abril 2026. Ginecologia Y Obstetricia.",12,Recepción Conforme,2026-05-03 19:49:54
1540-974-AG26,"1540-510-Cot26 Articulos De Escritorio, Abril 2026. Abastecimiento.",12,Recepción Conforme,2026-05-03 19:49:54
1540-986-AG26,1540-462-Cot26 Test Rapidos De Vih. Abril 2026. Laboratorio.,12,Recepción Conforme,2026-05-03 19:49:54
1540-994-SE26,"1540-142-Lp25 Convenio De Suministro Medicamentos Cardiovasculares Orales, Stock 3 Meses. Abril 2026, Farmacia",12,Recepción Conforme,2026-05-03 19:49:54
1549-1327-CM26,Pac (224-5876) Jeringa Insulina 50Ui 0.5Ml C/Ag.30G X 6-8Mm,6,Aceptada,2026-05-03 19:49:54
1549-1831-AG26,Ext. < 100 Utm - 215-8315 Sodio Bicarbonato Farmacopea Kg 1549-1721-Cot26,6,Aceptada,2026-05-03 19:49:54
1549-1866-AG26,224-0033 Bss 500Ml 1549-1597-Cot26,6,Aceptada,2026-05-03 19:49:54
1549-1868-AG26,224-0028 Punta Polimero I/A: 1549-1598-Cot26,6,Aceptada,2026-05-03 19:49:54
1549-1869-AG26,340-0751 Punta Pinza Membrana 25 G: 1549-1600-Cot26,6,Aceptada,2026-05-03 19:49:54
1549-1886-SE26,Ext. Licitacion 1549-132-Lq22 Adq 600 216-5385- Heparina Sodica 5,4,Enviada a Proveedor,2026-05-03 19:49:54
1554-733-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1554-214-Cot26,6,Aceptada,2026-05-03 19:49:54
1554-741-CM26,Compra Urgente De Compresas Esteriles,5,En Proceso,2026-05-03 19:49:54
1577-68-CM26,Adquisición Combustible Gasolina 95. Delegación Presidencial Regional De Los Lagos.,6,Aceptada,2026-05-03 19:49:54
1609-109-SE26,Servicios Extraordinarios,4,Enviada a Proveedor,2026-05-03 19:49:54
1641-10687-TD26,Orden De Compra Generada Por Trato Directo Id 1641-156-Ftd26,12,Recepción Conforme,2026-05-03 19:49:54
1641-12476-SE26,Odp-Cp 04-2026/Preparaciones Magistrales Lic. 1641-251-Lr24,12,Recepción Conforme,2026-05-03 19:49:54
1641-13118-TD26,Orden De Compra Generada Por Trato Directo Id 1641-243-Ftd26,6,Aceptada,2026-05-03 19:49:54
1641-13376-AG26,Amv/ 02-001-005-064 Cono De Lamparas Quirurgicas Desechables Universal Orden De Compra Generada Por Invitación A Compra Ágil: 1641-2184-Cot26,12,Recepción Conforme,2026-05-03 19:49:54
1641-13696-AG26,Mvu/2026 - A Compra Ágil: 1641-2292-Cot26 - Aguja Cateter Camara Implantable 22 G X 19/20 Mm.,6,Aceptada,2026-05-03 19:49:54
1641-9278-SE26,Moc/Febrero 2026 Lic 1288-43-Lr24/ Placas Agar Laboratorio Microbio,12,Recepción Conforme,2026-05-03 19:49:54
1642-350-SE26,Servicios Profesionales De Enfermeria_Periodo Abril May Junio 2026_Orden De Compra Desde 1642-51-Lp25,6,Aceptada,2026-05-03 19:49:54
1642-372-SE26,"Servicios Profesionales De Psicologia_Periodo Abril, Mayo Y Junio 2026_Dcz_Orden De Compra Desde 1642-45-Lp25",6,Aceptada,2026-05-03 19:49:54
1642-393-CM26,Insumos Varios Orden De Compra: 1642-393-Cm26,6,Aceptada,2026-05-03 19:49:54
1656-342-CM25,Agua Purificada,12,Recepción Conforme,2026-05-03 19:49:54
1667-200-TD26,Orden De Compra Generada Por Trato Directo Id 1667-9-Ftd26,6,Aceptada,2026-05-03 19:49:54
1691-729-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1691-489-Cot26,4,Enviada a Proveedor,2026-05-03 19:49:54
1691-753-AG26,"Jbcp-Acidos Grasos, Aposito, Hosp. Domiciliaria Compra Ágil: 1691-518-Cot26",4,Enviada a Proveedor,2026-05-03 19:49:54
1691-834-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1691-606-Cot26,6,Aceptada,2026-05-03 19:49:54
1692-289-AG26,Orden De Compra Generada Por Invitación A Compra Agil: 1692-257-Cot27. Adquisición De Productos Switch De Escritorio De 8 Puertos Y Cable Hdmi 4K.,4,Enviada a Proveedor,2026-05-03 19:49:54
1692-290-TD26,Orden De Compra Generada Por Trato Directo Id 1692-16-Ftd26,4,Enviada a Proveedor,2026-05-03 19:49:54
1692-291-TD26,Orden De Compra Generada Por Trato Directo Id 1692-17-Ftd26,4,Enviada a Proveedor,2026-05-03 19:49:54
1697-99-AG26,Compra De Insumo Computacional Para Stock De Bodega Capj Zonal Antofagasta Orden De Compra Generada Por Invitación A Compra Ágil: 1697-41-Cot26,6,Aceptada,2026-05-03 19:49:54
1705-289-AG26,Compra De Cintas De Glicemia Mayo-Dic: 1705-175-Cot26,4,Enviada a Proveedor,2026-05-03 19:49:54
1718-389-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1718-412-Cot26,6,Aceptada,2026-05-03 19:49:54
1741-130-AG26,"Galletones, Jugos Y Otros - Org. Comunitarios N° 7...Compra Ágil: 1741-119-Cot26",6,Aceptada,2026-05-03 19:49:54
1746-43-SE26,Sustrato Para Animales 1746-7-L126,12,Recepción Conforme,2026-05-03 19:49:54
1746-44-SE26,Alimentos Reactivos Biológicos 1746-8-L126,12,Recepción Conforme,2026-05-03 19:49:54
1746-89-AG26,Bolsas Plásticas Transparentes,6,Aceptada,2026-05-03 19:49:54
1755-38-AG26,Materiales De Oficina Para Implementar Proyectos De A.T.P A E.E Epja Saat 2026. Sol012_Educ26_Jcc,12,Recepción Conforme,2026-05-03 19:49:54
1755-47-CM26,Vales De Gas. Sol03_Educ26_Jmc,12,Recepción Conforme,2026-05-03 19:49:54
1755-58-AG26,Materiales De Oficina. Implementar Proyectos De A.T.P A E.E Epja Saat 2026. Ceia Curico. Sol015_Educ26_Jcc,12,Recepción Conforme,2026-05-03 19:49:54
1755-60-AG26,Insumos De Aseo. Implementar Proyectos De A.T.P A E.E Epja Saat 2026. Ceia Curico. Sol015_Educ26_Jcc,12,Recepción Conforme,2026-05-03 19:49:54
1755-95-AG26,Insumos Alimentacion. Implementar Proyectos De A.T.P A E.E Epja Saat 2026. Colegio Antamaro. Sol021_Educ26_Jcc,12,Recepción Conforme,2026-05-03 19:49:54
1852-2-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1852-1-Cot26,12,Recepción Conforme,2026-05-03 19:49:54
1869-6-AG26,Adquisición Papel Higiénico Sernatur Coquimbo,6,Aceptada,2026-05-03 19:49:54
1870-12-AG26,Arriendo Vehiculo Inspeccion Insla De Pascua,6,Aceptada,2026-05-03 19:49:54
1905-10-SE26,Servicio De Aseo Cochrane 2026,12,Recepción Conforme,2026-05-03 19:49:54
1905-12-SE26,Servicio De Aseo Chile Chico 2026,12,Recepción Conforme,2026-05-03 19:49:54
1947-2154-SE26,810- Servicio De Higiene Hospitalaria- Higiene Hospitalaria - Marzo 2026- (Mmt),6,Aceptada,2026-05-03 19:49:54
1962-206-AG26,Cdp Ovalle: Compra Articulos Escolares Para Internos(As) A Importadora Brumai,6,Aceptada,2026-05-03 19:49:54
1965-192-CM26,Cp Pta Arenas Compra De Alimentos Mes Abril,6,Aceptada,2026-05-03 19:49:54
1965-209-AG26,Cp Pta Arenas Compra De Verduras Frescas Mes Abril 1965-113-Cot26,9,Desconocido,2026-05-03 19:49:54
1965-218-AG26,Cp Pta Arenas Compra De Verduras Mes Abril 1965-113-Cot26,4,Enviada a Proveedor,2026-05-03 19:49:54
1968-989-CM26,C.P.F. Temuco Compra Frutas Y Verduras Para Central Alimentacion,6,Aceptada,2026-05-03 19:49:54
1973-1461-SE26,(Mpc) Suministro Desde 1973-76-Lp24,6,Aceptada,2026-05-03 19:49:54
1978-324-SE26,L.P. 1978-70-Le25 / Arriendo De Pc Csmc Cauquenes,6,Aceptada,2026-05-03 19:49:54
2107-742-TD26,Orden De Compra Generada Por Trato Directo Id 2107-233-Ftd26,6,Aceptada,2026-05-03 19:49:54
2109-772-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2109-211-Cot26,6,Aceptada,2026-05-03 19:49:54
2111-8559-SE26,2412410009 Kit De Detención De Carbapenemasas De Licitacion 2111-11-Le24,6,Aceptada,2026-05-03 19:49:54
2147-203-AG26,Enema Fosfato Adulto / Fsc N°01 Compra Ágil: 2147-147-Cot26,4,Enviada a Proveedor,2026-05-03 19:49:54
2147-215-AG26,Batería Para Monitor Multiparámetro / Fsc N°15 Compra Ágil: 2147-121-Cot26,4,Enviada a Proveedor,2026-05-03 19:49:54
2151-141-CM26,Orden De Compra: 2151-141-Cm26,6,Aceptada,2026-05-03 19:49:54
2151-142-CM26,Orden De Compra: 2151-142-Cm26,6,Aceptada,2026-05-03 19:49:54
2153-302-AG26,Materiales De Ferreteria Brocas 2153-241-Cot26,6,Aceptada,2026-05-03 19:49:54
2170-447-AG26,Bajadas De Suero Para Bomba De Infusión Continua,4,Enviada a Proveedor,2026-05-03 19:49:54
2170-455-AG26,"Jabon Glicerina 950 Cc Dispensador , Compatible Con Dispensadores Ecolab",4,Enviada a Proveedor,2026-05-03 19:49:54
2175-99-SE26,Servicio De Traslado Para Fiscal Hacia Juzgado Familia Vallenar 2175-3-Lp26,6,Aceptada,2026-05-03 19:49:54
2176-205-SE26,Serv Mvto. Mobiliario Icav 30-04-2026,6,Aceptada,2026-05-03 19:49:54
