Codigo,Nombre,CodigoEstado,EstadoDescripcion,FechaProcesamiento
2133-991-SE26,Orden De Compra Desde 2133-68-Lp25,4,Enviada a Proveedor,2026-05-03 19:49:54
2207-350-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2207-339-Cot26,6,Aceptada,2026-05-03 19:49:54
2297-560-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2297-577-Cot26,6,Aceptada,2026-05-03 19:49:54
2310-267-AG26,Impresoras- Memo N°33- Esc. Reino De Dinamarca- Orden De Compra Generada Por Invitación A Compra Ágil: 2310-41-Cot26,6,Aceptada,2026-05-03 19:49:54
2318-323-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2318-248-Cot26,6,Aceptada,2026-05-03 19:49:54
2376-308-AG26,Servicio De Excavación Y Retiro De Escombros Orden De Compra Generada Por Invitación A Compra Ágil: 2376-275-Cot26,6,Aceptada,2026-05-03 19:49:54
2380-741-AG26,"Adquisición De Telon Para Proyector, Dirección De Medio Ambiente, Segun Os 150531 (A.T.A)",6,Aceptada,2026-05-03 19:49:54
2393-520-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 2393-580-Cot26,6,Aceptada,2026-05-03 19:49:54
2547-105-AG26,"Adquisición De Materiales Para Reparaciones Menores Escuela Laurel Huacho, Padre Las Casas. (Fdos. Mantenimiento)",6,Aceptada,2026-05-03 19:49:54
2711-104-SE26,Mzz Dem Fsep Avehiculo Mayo 2026,6,Aceptada,2026-05-03 19:49:54
2733-166-AG26,Sc 35644 - L.P - Adquisición De Insumos Para Instalación Cerámica En Liceo Peñaflor - Orden De Compra Generada Por Invitación A Compra Ágil: 2733-155-Cot26,6,Aceptada,2026-05-03 19:49:54
2982-46-AG26,Materiales Para Redes Computacionales,6,Aceptada,2026-05-03 19:49:54
3073-194-SE26,Cambio De Retorno 04 Pasajes Aéreos Puq-Scl,6,Aceptada,2026-05-03 19:49:54
3256-12-SE26,Reparación Filtraciones Edificio Capitanía De Puerto De San Vivente,6,Aceptada,2026-05-03 19:49:54
3335-418-AG26,Adquisición De Vestimenta Y Accesorios Mapuches Para Escuela Aldea Campesina Ord N°49 Ley Sep. - Orden De Compra Generada Por Invitación A Compra Ágil: 3335-371-Cot26,6,Aceptada,2026-05-03 19:49:54
3447-1141-AG26,A/G Memo N°200 Adquisición De Sillas De Escritorio Y Visita Para El Cesfam Dr. Héctor Reyno Gutiérrez Comuna De Alto Hospicio 2026.,6,Aceptada,2026-05-03 19:49:54
3496-77-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 3496-52-Cot26,6,Aceptada,2026-05-03 19:49:54
3505-118-AG26,Adquisicion Del Servicio De Cooffe Break Para Capacitacion De Autocuidado Dpersonal Municipal Orden De Compra Generada Por Invitación A Compra Ágil Id 3505-98-Cot26,6,Aceptada,2026-05-03 19:49:54
3791-461-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 3791-421-Cot26,6,Aceptada,2026-05-03 19:49:54
3897-274-AG26,Calefactores Electricos,5,En Proceso,2026-05-03 19:49:54
4022-227-AG26,Serv. De Reparacion De La Camioneta Ppu: Tgcx-59 C.A: 4022-306-Cot26,6,Aceptada,2026-05-03 19:49:54
4121-32-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 4121-8-Cot26,6,Aceptada,2026-05-03 19:49:54
4168-625-SE26,Adquisicion De Fardos De Alfalfa,6,Aceptada,2026-05-03 19:49:54
4285-104-AG26,Materiales Informáticos Para Liceo Atenea,6,Aceptada,2026-05-03 19:49:54
4375-1179-AG26,Cuadernillos De Registro: 4375-312-Cot26,6,Aceptada,2026-05-03 19:49:54
4377-141-AG26,Adquisición De Equipos Computacionales Para Departamento Secplan.-,6,Aceptada,2026-05-03 19:49:54
494-924-AG26,"Programacion De Mayo,Desde Ag",6,Aceptada,2026-05-03 19:49:54
4955-45-CM26,Adquisición De 01 Notebook Para Depto. Contabilidad Institucional,6,Aceptada,2026-05-03 19:49:54
4973-45-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 4973-19-Cot26,6,Aceptada,2026-05-03 19:49:54
5019-90-SE26,Servicio De Medicina General (Abril 2026),6,Aceptada,2026-05-03 19:49:54
5178-1736-AG26,500103/B1/Sp1043013/5178-2164-Cot26/Cm,6,Aceptada,2026-05-03 19:49:54
5326-552-TD26,Orden De Compra Generada Por Trato Directo Id 5326-265-Ftd26,6,Aceptada,2026-05-03 19:49:54
5326-561-TD26,Orden De Compra Generada Por Trato Directo Id 5326-273-Ftd26,6,Aceptada,2026-05-03 19:49:54
5615-262-AG26,"Servicio De Seguridad Privada Para Actividad Fiesta De La Castaña 2026, Segun Req Dideco N°125",6,Aceptada,2026-05-03 19:49:54
584105-56-AG26,Ocom/00078-2026/C0064 Suscripciones Membresía A Plataforma,6,Aceptada,2026-05-03 19:49:54
661439-78-SE26,Jpg - Pasajes Aereos Nacionales T51231 Gppmc04Mayo,6,Aceptada,2026-05-03 19:49:54
661439-79-CM26,Jpg - Pasajes Aereos Nacionales T51231 Gppmc04Mayo2026,6,Aceptada,2026-05-03 19:49:54
661439-80-CM26,Jpg - Pasajes Aereos Nacionales T51232 Gppmc04Mayo2026,6,Aceptada,2026-05-03 19:49:54
697224-19-AG26,Compra Ágil: 697224-27-Cot26 Reparación De Mampara,6,Aceptada,2026-05-03 19:49:54
743127-4-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 743127-3-Cot26,6,Aceptada,2026-05-03 19:49:54
