Codigo,Nombre,CodigoEstado
1050283-202-SE26,ADQUISICIÓN DE MATERIALES DE FERRETERIA PARA BODEGA DE SERVICIOS GENERALES Y ATENCIÓN  DE EMERGENCIAS SEGÚN LICITACIÓN N°1050283-7-LQ25,4
1050283-205-SE26,"ADQUISICIÓN DE MATERIAL ELECTRICO, PARA VIVIENDA AFECTADA POR INCENDIO EN SECTOR LOS MAYOS, SEGÚN LICITACIÓN N°1050283-18-LQ25",6
1051173-41-CM26,Pasajes aereos a la Ciudad de Santiago,6
1051765-310-CM26,"CPF BULNES, Adquisición de víveres y abarrotes (Sidapt) ",6
1057049-13418-SE26,BMC PAC ID. 1057049-5-LE25 INT. 192/2025 PROGRAMA INSUMOS MARZO - ABRIL 2026,12
1057049-14158-SE26,MES INT 353 RES EX 816 ID 1057049-41-LE26 PAC INSUMOS MARZO-ABRIL 2026,12
1057049-14171-SE26,JAC. ID.1057049-65-LQ24 INT. 229/2024 PAC COT. 10206 GUIA N°20153 PACIENTE S.S.S CX.05-12-2025 RT 4579,12
1057049-14236-SE26,MCM - Desde ID. 1057049-204-LE24 - RES. EX. ADJ. 1787 INT. 1199 - FUS 663/2024 - Servicio de Mantención Preventiva de Esterilizadores oxido etílico y cámara aireadoras  - Memo 244,12
1057049-14323-SE26,CSP - DESDE ID 1057049-100-LR25 - RES. EX. 1642 ADJUDICA - INT. 725 - RES. EX. 35 APRUEBA CONTRATO - INT.1471 - SERVICIO DE DÍA CAMA INTEGRAL PSIQUIATRICA PARA PACIENTES ADULTOS Y/O INFANTO JUVENILES. MEMO 72/2026.,12
1057049-14394-SE26,MES INT 388 RES 97714/4/206 ID1057049-357-LE25. PAC 2026. (FORMALIZACION DE CONTRATO),6
1057049-14564-SE26,SHV INT 1200 RES 2372 PAC ABRIL 2026 KIT SILICONA  1057049-96-LE25,12
1057049-14587-SE26,SHV INT 1028 RES 2070 PAC ABRIL-MAYO 2026 ADQUISICION INSUMOS DENTALES 1057049-132-LE25,5
1057049-14593-SE26,"SHV INT 205/2025 1057049-380-LE25 PAC ABRIL-MAYO 2026 GLICERINA LIQUIDA P.A,",4
1057049-14599-TD26,Orden de Compra generada por Trato Directo ID 1057049-12-FTD26,9
1057049-25934-AG25,"PCV - Desde Compra Agil: 1057049-1108-COT25, Servicio de Arriendo de Baño Químico para Discapacitados, FUS 1246/2025",12
1057049-6145-SE26,APC - DESDE 1057049-289-LQ25 - Servicio de mantención correctiva de equipos médicos - Res. Ex. ADJ. N°3053 - INT 1524/2025 - RES. EX. AP CONT. N°338 - INT 118/2026 - FUS 629/2026 - FUS 788/2025 - FUS 1650/2025.,12
1057055-638-SE26,SHV INT 641/2024 1057055-29-LQ24 PAC ABRIL 2026  PREDNISONA 20 MG,12
1057062-156-AG26,Servicio de traslado Villa Cerro Castillo 9 de mayo_URY 2577_FISABS 1531_compra ágil: 1057062-141-COT26,6
1057370-235-SE26,INSUMOS DE FERRETERIA,6
1057384-337-SE26,ORDEN DE COMPRA DESDE 1057384-25-L126,6
1057384-349-SE26,Cambios y Repuestos para Equipos de lavanderia,4
1057388-180-SE26,FUMIGACION,4
1057389-1189-SE26,Arriendo Maquinas de Hemodialisis,12
1057389-1804-SE26,MASCARILLA KN 95,12
1057389-1974-SE26,Placas y Tubos Laboratorio,12
1057389-2030-SE26,Pedido Semanal Frutas y Verduras UCA Funcionarios,12
1057389-2103-AG26,FUNDA PROTECTORA DE LATEX PARA ECOGRAFIA,6
1057389-2133-AG26,Inyector endoscopia,12
1057389-2161-SE26,Pedido Semanal Frutas y Verduras Sala Cuna	,6
1057389-2204-AG26,AGUJA CHIBA 22 G (POLICLINICO UROLOGIA),6
1057389-2226-AG26,COMPRESA DE GASA 45 X 45 CM PRELAVADA ESTERIL CON TIRA ROJA PAQUETE POR 5 UD,6
1057389-2234-AG26,SELLADOR/DISECTOR PARA CIRUGIA ABIERTA EXACT 20.6 MM X 21 CM (LIGASURE),6
1057389-2235-AG26,RECOLECTOR DE SECRECIONES CANISTER CON GEL (VAC),6
1057389-2237-CM26,insumos abril,6
1057390-265-SE26,CONVENIO SUMINISTRO GASES CLÍNICOS RED SSAN 2025 DESDE 1057390-10-LP25,12
1057390-267-TD26,Orden de Compra generada por Trato Directo ID 1057390-11-FTD25,12
1057390-275-SE26,CONV. MTTO. PREV. Y CORRECT. AMB. SAMU  TD-PR40,12
1057390-279-SE26,CONV. MTTO. PREV. Y CORRECT. AMB. SAMU HZ-HR68,12
1057402-2513-SE26,PABELLON.MARZO.SUTURAS.VARIAS.(INS),12
1057402-2863-SE26,VASCULAR.REP.N°25.MARZO.RECETA.885976.(INS),6
1057402-3895-AG26,CTR MEZCLA/ABRIL 2026/JERINGA TUBER(INS),12
1057402-3943-SE26,PEDIDO TMT/KIT ENDOPROTESIS CADERA ALTO RIESGO INESTABILIDAD TAP (PROT) [2º RECETA] [I/C 40631],6
1057402-3958-SE26,PEDIDO TMT/KIT PRÓTESIS RODILLA (PROT) [2°RECETA] [I/C 40754],6
1057402-3991-SE26,ODONTOLOGIA/ABRIL 2026/JERINGA CARPULE(INS),12
1057402-4084-SE26,VASCULAR.REP.N°27.ABRIL.RECETA.886028.(INS)	,6
1057402-4158-AG26,INSUMOS MEDICOS/ABRIL 2026/COLOSTOMIA 45 MM(INS),6
1057402-4219-SE26,PEDIDO TMT/ESCAFANDRAS (PROT) [2º RECETA] [I/C 40648],6
1057402-4229-SE26,PEDIDO TMT/INSUMOS ASISTENCIA ROBOTICA PTR (PROT) [2°RECETA] [I/C 40765],6
1057402-4232-SE26,PEDIDO TMT/SET INSUMOS CIRUGIA LCA SEMI TENDINOSO + ANCLAS (PROT) [2° RECETA] [I/C 40767],6
1057402-4295-SE26,PERIDONCIA/ABRIL 2026/FRESAS ODONTOLOGIA(INS),12
1057402-4346-AG26,PEDIDO TMT/STOCK FARMACIA BAJADAS ARTROSCOPIA HOMBRO (PROT),4
1057402-4347-AG26,PEDIDO TMT/KIT INSUMOS CIRUGÍA INESTABILIDAD CRÓNICA CODO PCTE. A.G.T. RP 580243 (PROT),6
1057402-4361-CC26,(5074) ARRIENDO DE IMPRESORAS COMPRAS COORDINADAS MARZO 32/36,6
1057402-4499-SE26,GENERALES/MAYO 2026/ELECTRODO ECG(INS),6
1057402-4506-SE26,GENERALES/MAYO 2026/AGUJA HIPODERMICA(INS),6
1057402-4639-TD26,Orden de Compra generada por Trato Directo ID 1057402-59-FTD26,4
1057402-4756-CM26,TRASLADO PAC: A. DIAZ CON ACOMPAÑANTE (RET),6
1057414-254-SE26,CS-ADQUISICIÓN BOTELLONES DE AGUA PARA CENTRO DE APOYO COMUNITARIO PARA PERSONAS CON DEMENCIA -22.09.999-BDSS215218 - (aag),12
1057415-2901-SE26,CS- COMPRA DE MATERIALES RECAMBIO PISO LABORATORIO -SERVICIOS GENERALES-REQ. 7-22.04.010- HFCN 46804-ijf,4
1057417-10150-CM26,"IG msp CM Pedido Abril, Compra Alimentos",12
1057417-10194-CM26,"IG msp CM Pedido Abril, Compra Alimentos",12
1057417-10369-AG26,IC MCM AG IC PEDIDO ABRIL 2026,12
1057417-10840-AG26,IG rrr AG PEDIDO ABRIL 2026 ETIQUETAS Y FICHAS,12
1057417-10878-SE26,PRO MAP LP CX CADERA FEBRERO 2026 CENTRAL,4
1057417-10930-TD26,Orden de Compra generada por Trato Directo ID 1057417-62-FTD26,4
1057417-11288-TD26,Orden de Compra generada por Trato Directo ID 1057417-469-FTD25,12
1057417-11363-SE26,PRO IC ACG LP CX TRAUMA MARZO 2026 CMA ,6
1057417-11369-SE26,PRO IC ACG LP CX TRAUMA MARZO 2026 CENTRAL ,6
1057417-11458-AG26,IC MCM AG IC PEDIDO MAYO 2026,12
1057417-11517-AG26,IC MCM AG IQ PEDIDO MAYO 2026,12
1057417-11545-AG26,IC MCM AG IC PEDIDO MAYO 2026,12
1057417-11579-AG26,IC MCM AG IC PEDIDO MAYO 2026,12
1057417-11595-TD26,Orden de Compra generada por Trato Directo ID 1057417-445-FTD25,6
1057417-41945-TD25,Orden de Compra generada por Trato Directo ID 1057417-371-FTD25,6
1057417-9867-SE26,"SG FVS LP MANT (CS) CONVENIO SUMINISTRO GAS NATURAL, MES DE ENERO 2026, MEMO N°412.643.",12
1057417-9951-SE26,PRO ACG LP CX TRAUMA FEBRERO 2026 CMA ,12
1057418-2188-SE25,CS-OXIGENO GASES CLINICOS-SSGG-22.04.003.001-HFCM39034-MBH,12
1057418-226-SE26,CS-TRASLADO DE PACIENTES- MARZO- SSGG/URGENCIAS-22.12.999.010-HFCM 40207-(MBH),12
1057418-280-TD26,Orden de Compra generada por Trato Directo ID 1057418-3-FTD26,12
1057419-169-AG26,"CA.Adquisición materiales mantenimiento y reparación dependencias Hospital Santa Barbara, req.1/2204010-HSAB60617-61236-LAB",6
1057420-311-SE26,CS- MANTENCION EXTINTORES ITEM 22.04.012 HFCH51373 (cdb),6
1057421-256-AG26,AG Compra de Cilindros de Gas para Laboratorio del Hospital de Laja. REQ. 9 - 2204003002 - Folio 53.990 (sma),12
1057421-257-SE26,"CS-MANTENCION PREVENTIVA PARA AMBULANCIA HOSPITAL DE LAJA, FOLIO N°54.239 REQ.15 ITEM 2206002001 (ila)",4
1057422-165-SE26,CS-INSUMOS LAB-2204003002-HFCY63.579-(hvsm)	,12
1057429-1017-AG26,SET DE DRENAJE TORAXICO PLEURACAN : 1057429-621-COT26,4
1057429-1018-CM26,INSUMOS DE OFICINA,4
1057429-980-SE26,NUTRICIONISTA ALIMENTACIÓN CENTRAL ABRIL,6
1057430-1124-AG26,Reposición Insumo Pediatria (Set de cricotirotomía),6
1057430-1129-AG26,Reposición Insumos pabellón (Cánula 27 G),6
1057430-1136-AG26,Reposición insumos Servicios Clinicos (Jeringas tuberculinas),6
1057430-1141-SE26,Reactivos Orina,6
1057431-1194-SE26,ORDEN DE COMPRA DESDE 2157-68-LQ25,6
1057431-1243-SE26,DESDE OC (ID 2157-43-LQ24),12
1057431-1248-SE26,DESDE OC (ID 2157-43-LQ24),4
1057431-1249-SE26,DESDE OC (ID 2157-43-LQ24),4
1057431-1292-SE26,PROVIENE DE LICITACION 2157-52-LQ25,6
1057431-1307-SE26,PROVIENE DE LICITACION 2157-51-LQ25,6
1057431-1336-SE26,ORDEN DE COMPRA DESDE 2157-140-LQ25,6
1057431-965-SE26,OC DESDE LIC 2157-213-LQ24,6
1057434-425-SE26,CONVENIO DE SUMINISTRO INSUMOS CLINICOS DENTALES CVMF.,12
1057434-437-AG26,"INSUMOS CLINICOS S.A.R CVMF, ABRIL 2026 a compra ágil: 1057434-171-COT26",12
1057434-456-AG26,Bisturí 15C Caja 100 Unidades UNIDAD DENTAL CVMF 2026. ,6
1057439-1158-AG26,ARGIMENT 1057439-882-COT26,12
1057439-1807-AG26,Formalina 20ml Orden de Compra generada por invitación a compra ágil: 1057439-1425-COT26,12
1057439-2390-AG26,ZAPATOS PIE DIABETIOCO /SANNABEM,6
1057439-2738-SE26,Sist Calefacción Agua Caliente Cen 19/24 ENE,12
1057439-2837-AG26,[[INS-5934]] APOSITO CARBON ACTIVADO CON PLATA 10 X 10 CM 1057439-2510-COT26,6
1057439-2845-AG26,Optoquina Orden de Compra generada por invitación a compra ágil: 1057439-2480-COT26,6
1057439-2858-AG26,INS-5707	CANULA NASAL ALTO FLUJO (NARICERA) NEONATAL 2/8 KILOS REUTILIZABLE : 1057439-2214-COT26,4
1057439-2867-AG26,INS-6299	GORRO PARA NCPAP MEDIUM : 1057439-2245-COT26,4
1057439-2878-AG26,INS-0053	SIERRA GIGLI 6 HEBRAS 50 CM LARGO : 1057439-2491-COT26,6
1057439-2880-AG26,ARNÉS PARA MASCARILLA FACIAL PARA VENTILACIÓN NO INVASIVA TALLA L : 1057439-2226-COT26,6
1057440-246-TD26,Orden de Compra generada por Trato Directo ID 1057440-54-FTD26,6
1057448-145-SE26,LP. SERV. PARA DESARROLLO Y SOPORTE DE SISTEMAS INFORMATICOS Y TECNOLOGIAS DE INFORMACION ID. 1057448-1-LP26 - FR 1660-3,12
1057461-464-CM26,BE/TRUTOS CORTO POLLO/ PECHUGAS DE POLLO,12
1057461-519-SE26,ANGIOTAC MES DE FEBRERO 2026,12
1057461-615-SE26,LAB/ SECCIÓN HORMONAS,6
1057472-5093-SE24,SERVICIO DE ARRIENDO ECÓGRAFO PARA NEONATOLOGÍA,12
1057472-5214-SE26,Compra de Insumos Clínicos,12
1057472-5934-SE26,INSUMOS CLINICOS MARZO ,12
1057472-7074-SE26,nsumos Clínicos ABRIL,12
1057472-7177-SE26,Insumos Clínicos ABRIL,12
1057472-7212-SE26,INSUMOS CLINICOS ABRIL,12
1057472-7324-SE26,Compra de Insumos Clínicos,12
1057472-7359-SE26,INSUMOS CLINICOS ABRIL,12
1057472-7656-SE26,CONV. MANT. AUTOCLAVE STERRAD PRÓRROGA 03,12
1057472-7721-SE26,CONV. MANT. EEMM ACREDITABLES (DESFIBRILADORES Y MSV) CUOTA 03/24,12
1057472-7749-SE26,MANT. CORRECTIVO CUNA GIRAFFE WARMER,6
1057472-8089-SE26,INSUMOS CLINICOS DE ABRIL,12
1057472-8122-SE26,Insumos de Traumatología,12
1057472-8139-SE26,MARCAPASO,12
1057472-8221-SE26,Compra de Insumos Clínicos,6
1057472-8232-SE26,Compra de Insumos Clínicos,6
1057472-8236-CM26,INSUMOS CLINICOS MAYO ,4
1057472-8298-SE26,Compra de Insumos Clínicos,4
1057476-16-SE26,GRAN COMPRA ID 73359 - DIPISA,12
1057476-291-SE26,ORDEN DE COMPRA DESDE 1057476-4-LP26,4
1057476-335-SE26,"SERVICIO DE REPARACIÓN, CAMBIO DE CAÑERIAS DOTACIÓN DE VAPOR UNIDAD DE ALIMENTACIÓN",12
1057476-404-SE26,SERVICIO APOYO REPOSTEROS SETA/URGENCIAS/UEPI,4
1057480-1153-SE26,MARLYN PLAST SPA,6
1057480-1160-SE26,REUTTER S A,6
1057480-1173-SE26,ALATHEIA SPA,6
1057480-1174-SE26,MUNNICH PHARMA MEDICAL SPA,5
1057480-1178-SE26,COMERCIAL PANAGO S.A.,6
1057480-1179-SE26,PROVEEDORES INTEGRALES PRISA S A,4
1057480-1181-SE26,C.G. DEMERCADO SPA,4
1057480-1188-SE26,ORDEN DE COMPRA DESDE 1057480-34-LE24 (insumos),9
1057480-396-SE26,ORDEN DE COMPRA DESDE 1057480-78-LQ24,12
1057486-1-SE26,IDO/Lic 55-LQ24/Req 204008-28/GAPS,12
1057486-233-TD26,Orden de Compra generada por Trato Directo ID 1057486-1-FTD25,12
1057486-264-TD26,Orden de Compra generada por Trato Directo ID 1057486-16-FTD25,4
1057489-29743-CM25,ALIMENTOS PERECIBLES ,12
1057489-3142-SE26,2003400344	GUIA HIDROFILICA 0.035X180CM ANGULADA (VASCULAR),12
1057489-3871-CM26,ALIMENTOS PERECIBLES ,12
1057489-4224-CM26,ALIMENTOS NO-PERECIBLES ,12
1057489-4278-CM26,"TELA MICROPOROSA, PARCHE CURITA Y AGUJA 18G X 1 1/2",12
1057489-4468-SE26,2003400004 LAPIZ ELECTROQUIRURGICO TIPO VL2610.,12
1057489-5149-SE26,ETIQUETAS AUTOADHESIVAS,12
1057489-5181-SE26,CONSIGNACION MARZO 2026 STENT VENOSO DE NITINOL,12
1057489-5186-SE26,"CONSIGNACION MARZO 2026 BALON 0,014 TIPO OTW",12
1057489-5334-CM26,PAN,12
1057489-5491-SE26,2002450109 CARTUCHO V2 (KIT FRAGMENTOS),12
1057489-5523-SE26,O.Q 2002430023 TUBO AGAR LACTRIMEL,12
1057489-5554-SE26,EQUIPO DRENAJE VESICAL SUPRAPUBICO	,12
1057489-5598-SE26,IC 2003460356 VALVULA DE FONACION,12
1057489-5605-SE26,IC 2002220871 CATETER AFERESIS DOBLE LUMEN PRECURV,12
1057489-5636-SE26,O.Q REACTIVOS E INSUMOS PARA EL ANáLISIS AUTOMATIZ,12
1057489-5996-CM26,2002280048	JERINGA 3ML LUER LOCK C/AGUJA 21G 1 1/2,6
1057489-5998-SE26,2003400142 SISTEMA DE IRRIGACION Y ASPIRACION 5 X 33CM MANGO ERGONOMICO (TROMPETA),6
1057489-6005-CM26,CLORHEXIDINA 2% ALCOHOLICA  Y CLORHEXIDINA 2% JABONOSA,6
1057491-1720-AG26,SSA/PROGRAMA QUIMICOS/FEBRERO 2026,12
1057491-1927-CM26,JCO/ALIMENTOS/PERECIBLES/PACIENTES/ABRIL 2026,12
1057491-2435-AG26,JCO/ART INFORMATICA/ECONOMATO/ABRIL 2026,6
1057491-2482-SE26,MPO/PEDIDO PACIENTE CIRUGIA CAE 2324922/ABRIL 2026,6
1057491-2512-SE26,MPO/SERVICIOS DE MANTENCIÓN EQUIPO ARCO C SIEMENS/ABRIL 2026,6
1057491-2533-SE26,MPO/PEDIDO PACIENTE PARA REGULARIZAR /ABRIL 2026	,6
1057491-2547-SE26,CMM/DIALISIS DOMICILIARIO(2326718)/IMG/MAYO 2026,6
1057491-2552-SE26,CMM/PROGRAMA DE COMPRAS IMG/ MAYO 2026,6
1057491-2553-CM26,CMM/PROGRAMA DE COMPRAS IMG / MAYO 2026 (DESPACHO PARCIAL),6
1057491-2560-SE26,SSA/PROGRAMA QUIMICOS/MAYO 2026,6
1057491-2562-AG26,MPO/CIRUGIA PACIENTE PEDIDO 2325419/ABRIL 2026,6
1057491-2563-SE26,SSA/PROGRAMA QUIMICOS/MAYO 2026,6
1057491-2566-SE26,SSA/PROGRAMA QUIMICOS/MAYO 2026,4
1057491-2573-SE26,CMM/PROGRAMA DE COMPRAS IMG/ MAYO 2026,4
1057491-2577-SE26,CMM/PROGRAMA DE COMPRAS IMG/ MAYO 2026,4
1057491-2583-SE26,JCO/NUTRICIONALES/PACIENTES/MAYO 2026,6
1057491-2594-AG26,MPO/PROGRAMA IMG/ABRIL 2026,6
1057492-1489-TD26,Orden de Compra generada por Trato Directo ID 1057492-120-FTD26,12
1057492-1614-SE26,SUMINISTRO ROPA REUTILIZABLE,6
1057492-3810-AG25,B04S0049 - DESPACHOS PARCIALIZADOS SOLICITADOS VIA EMAIL -1057492-322-COT25,12
1057492-4813-CM25,INSUMOS MEDICOS DESPACHOS PARCIALIZADOS: 1057492-4813-CM25,12
1057492-5964-CM25,SUTURAS/ DESPACHOS PARCIALIZADOS 1057492-5964-CM25,12
1057495-420-AG26,ADQUISICIÓN DE INSTRUMENTAL QUIRÚRGICO MENOR LABORATORIO PARA EL HOSPITAL DR. LUCIO CORDOVA  1057495-240-COT26,12
1057495-503-CM26,ADQUISICIÓN DE FRUTAS Y VERDURAS PARA EL HOSPITAL DR. LUCIO CÓRDOVA,6
1057495-507-CM26,ADQUISICIÓN DE CARNES Y CONGELADOS PARA EL HOSPITAL DR. LUCIO CÓRDOVA,6
1057495-510-SE26,ADQUISICIÓN DE ENTERALES PARA EL HOSPITAL DR. LUCIO CÓRDOVA DESDE LICITACIÓN ID: 1057495-34-LP24,6
1057496-663-CM26,ADQUISICION DISPOSITIVO MEDICOS ( PARCIALIZADA)  1057496-663-CM26,12
1057496-749-CM26,"ADQUISICION MATERIALES DE FERRETERIA, SPE N°506 RECURSOS FISICOS",6
1057496-782-AG26,Adquisición zapatillas de seguridad P.E. 528 a compra ágil: 1057496-380-COT26,12
1057498-1455-CM26,Orden de Compra: 1057498-1455-CM26,12
1057498-1528-SE26,SERV. ARRIENDO DE VEHICULOS LIC. 1057498-62-LR25,6
1057498-536-SE26,LPR AYUDAS TECNICAS LIC. 1057498-35-LQ25,12
1057498-827-AG26, OA FORMALINA Orden de Compra generada por invitación a compra ágil: 1057498-500-COT26,12
1057498-985-AG26, OA COMPRESA GASA 10 X 10 CM ESTERIL CON HILO RADIOPACO (10 UN) Orden de Compra generada por invitación a compra ágil: 1057498-656-COT26,12
1057499-97-SE26,ORDEN DE COMPRA DESDE 1057499-90-LE25,12
1057501-2384-SE26,STOCK UNIDAD DIÁLISIS PERITONEAL MARZO 2026,12
1057501-3723-SE26,LOGIST COMPRA CLORO DESDE -182-LE25 ABRIL  2026,6
1057501-3984-AG26,LOGIST  COMPRA EXTRA PROYECTO LED:-1305-COT26 ABRIL 2026,6
1057501-4076-SE26,PROGRAMA ABRIL 2026,4
1057501-4575-SE26,CLAVE 20-222 REGULARIZACIÓN INSUMOS SCE 420640 ANGIOGRAFÍA,4
1057501-59581-SE25,PROTESIS CONSUMO 27-12-2024 LIC.1057501-469-LQ24,12
1057503-10062-AG25,ágil: 1057503-861-COT25,12
1057503-10332-AG25,Compra ágil: 1057503-1575-COT25 (Mayo),12
1057503-1846-AG26,INSUMOS PARA CIRUGIA DE CADERAS: 1057503-980-COT26,12
1057503-1941-SE26,Consumo desde el 01/04/2026 al 09/04/2026,12
1057503-2144-AG26,Orden de Compra generada por invitación a compra ágil: 1057503-1175-COT26,12
1057503-2149-AG26,Orden de Compra generada por invitación a compra ágil: 1057503-1185-COT26,6
1057509-3282-SE26,"MC SPLIT MURO 12,000 BTU MEDICINA, OFICINA MEDICO JEFE SICME 1-33023 ID 1-12124 (CONV-CRASI-CCA)",12
1057509-4119-SE26,Insumo mes de Abril( convenio hchm-bodega-JOP)	,12
1057509-4283-SE26,INSTALACION DE LAVAFONDO DOBLE EN SALA DE PROCEDIMIENTOS DE MEDICINA CON LLAVE QUIRURGICA E INSTALACION DE CERAMICA EN MURO (CONV-CRASI-CCA),12
1057509-4368-SE26,MC REPARACION EQUIPO LICUADORA INDUSTRIAL 1-76925 SERVICIO DE ALIMENTACION (CONV-CRASI-CCA),12
1057509-4375-SE26,MC FABRICACION  SOPORTE METALICA DUCTOS DE AGUA 16MMM HIDROPACK NRO.1 CALIDAD (EMERGENCIA) (CONV-CRASI-CCA),12
1057509-4678-SE26,"Ins. Computacionales Mayo 2026 (Conv, PRM)",6
1057509-4699-SE26,MC FABRICACION BASE METALICA PARA ESTANQUES DE AGUA TRATADA SERVICIO DE ESTERILIZACION (CONV-CRASI-CCA),6
1057509-4722-SE26,"MP EQUIPOS(CALIDAD) DE CLIMATIZACION ROOFTOP NOVIEMBRE 2025, FARMACIA CAE 90-000 BTU, UMMF SUR, UMMF NORTE, SALA DE ESPERA FARMACIA CAE (CALIDAD)(CONV-CRASI-CCA)",6
1057509-4757-TD26,Orden de Compra generada por Trato Directo ID 1057509-1204-FTD26,6
1057509-4770-SE26,ATENCIONES FONOAUDIOLOGIA FIN DE SEMANA Y FESTIVOS JULIO 2025 (CONV.-naf),6
1057509-4772-SE26,MC FRIGOBAR UTI MEDICINA SALA 14 SICME 91409 (CONV-CRASI-CCA),4
1057509-4774-SE26,"TURNOS EN UCI PEDIATRICA DICIEMBRE 2025 (CONV,jrg)",4
1057509-4781-SE26,TURNOS EN NEONATOLOGIA DICIEMBRE 2025 (CONV.-JRG),4
1057509-4785-AG26,ADQ. CANULAS SICME 8380 ID: 1057509-437-COT26 (C.A-CCA),6
1057509-4788-TD26,Orden de Compra generada por Trato Directo ID 1057509-1207-FTD26,6
1057509-4789-TD26,Orden de Compra generada por Trato Directo ID 1057509-1208-FTD26,6
1057509-4792-SE26,Cuadro de Pabellón Mayo 2026 (conv-mfce),4
1057510-1588-CM26,INSUMOS MEDICOS ABRIL 2026 (C.M. - FNB),6
1057510-1596-SE26,ARRIENDO BODEGAS MODULARES MARZO 2026 (SOL. 653),6
1057510-1600-SE26,Compras de Ss. Personal Orientadores Marzo 2026,4
1057510-1607-CC26,INSUMOS MEDICOS ABRIL 2026 (CONV. - FNB),4
1057512-311-AG26,2 IMPRESORAS ZEBRA GK888T,12
1057512-332-CM26,PEDIDO ESCRITORIO ABRIL-JUNIO 2026,12
