Codigo,Nombre,CodigoEstado,EstadoDescripcion,FechaProcesamiento
1057548-400-TD26,Orden De Compra Generada Por Trato Directo Id 1057548-10-Ftd26,6,Aceptada,2026-05-03 19:49:54
1058045-405-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1058045-251-Cot26,6,Aceptada,2026-05-03 19:49:54
1058086-2150-SE26,Orden De Compra Desde 1058086-29-Lr24,6,Aceptada,2026-05-03 19:49:54
1058106-135-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1058106-35-Cot26,6,Aceptada,2026-05-03 19:49:54
1058106-136-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1058106-36-Cot26,6,Aceptada,2026-05-03 19:49:54
1063538-3073-SE26,Orden De Compra Desde 1063538-264-Le24,6,Aceptada,2026-05-03 19:49:54
1067355-171-AG26,Insumos Laboratorio Clínico.,6,Aceptada,2026-05-03 19:49:54
1069-29-SE26,Orden De Compra Desde 1069-9-Le26,6,Aceptada,2026-05-03 19:49:54
1070620-3798-SE26,Mrc Compra De Colaciones Banco Sangre Abril,6,Aceptada,2026-05-03 19:49:54
1070620-3822-SE26,"Yjf-Compra Programa Alimentación, Verduras, Mayo 2026",6,Aceptada,2026-05-03 19:49:54
1079445-152-AG26,Adq. Servicio Losa De Hormigon Para Estacionamientosde La Unidad Iat Magallanes,6,Aceptada,2026-05-03 19:49:54
1079576-332-SE26,"Mantención Primaria Para El Veh. Fiscal Z-10873 Tenencia Antuco (F), Pref. Bio Bio N °20 C/Cargo Contrato Suministros Licitación 1079576-15-Lp25 (Lubricante Y Filtros) S/Doe 252379047",6,Aceptada,2026-05-03 19:49:54
1079580-97-SE26,Destructoras Trituradoras De Papel Para La Sección Labocar Ñuble,6,Aceptada,2026-05-03 19:49:54
1079866-145-CM26,Adquisicion De 100 Vales De Gas Deaperpol Zona Stgo Oeste C.D.P 22.05.003 Doe 251936613: 1079866-145-Cm26,6,Aceptada,2026-05-03 19:49:54
1079866-158-AG26,Adquisicion De Servicio De Mantención Y Reparación Vehiculo Cm-7375 De La Subcomisaria Cerrillos Dependiente De La Zona Oeste - Doe 251987494 - 1079866-118-Cot26,4,Enviada a Proveedor,2026-05-03 19:49:54
1079866-161-AG26,"Curso ""Gestión Del Trabajo En Equipo"" / Compra Ágil: 1079866-127-Cot26 / Recursos Decar",6,Aceptada,2026-05-03 19:49:54
1079866-162-AG26,"Curso ""Técnicas De Autocontrol Emocional Y Manejo Del Estrés"" / Prefec. Stgo. Central / Compra Agil 1079866-122-Cot26 / Recursos Decar",4,Enviada a Proveedor,2026-05-03 19:49:54
1080095-176-SE26,Frutas Y Verduras Cd-Hdd Abril 1080089-9-R125,6,Aceptada,2026-05-03 19:49:54
1080095-179-SE26,Hamburguesas Y Croquetas Hdd-Cd Abril 1080089-9-R1,6,Aceptada,2026-05-03 19:49:54
1085944-11-SE26,(5076) Servicio De Medicina Interna Y Consultas Medicas Agosto 2025.,6,Aceptada,2026-05-03 19:49:54
1085944-12-SE26,"(5076) Servicio De Kinesiologo Y Nutricionista Julio, Agosto 2025",6,Aceptada,2026-05-03 19:49:54
1085944-5-SE26,(5076) Ejecucion Examenes Cirugias Bariatricas Marzo (1) Dic. (2) 2025,6,Aceptada,2026-05-03 19:49:54
1085944-6-SE26,(5076) Servicio De Procedimiento Proy. Gore Diciembre (2) 2025,6,Aceptada,2026-05-03 19:49:54
1085944-7-SE26,(5076) Servicio De Medicina Interna Y Consultas Medicas Cirugía Bariatricas Agosto (1) Dic. (6) 2025,6,Aceptada,2026-05-03 19:49:54
1085944-8-SE26,"(5076) Servicio De Kinesiologo Y Nutricionista, Sept. Oct. Y Nov. 2025",6,Aceptada,2026-05-03 19:49:54
1085944-9-SE26,(5076) Servicio De Medicina Interna Y Consultas Medicas Cirugía Bariatricas Agosto/ Sept. / Oct. Nov. / 2025,6,Aceptada,2026-05-03 19:49:54
1098710-89-AG26,Adquisición Licencias De Software Desarrollo Web Gab Min,6,Aceptada,2026-05-03 19:49:54
1099402-175-AG26,Oc Desde: 1099402-70-Cot26 Art.Aseo,6,Aceptada,2026-05-03 19:49:54
1101340-10-AG26,Renovación De Dos (2) Licencias Zoom Pro Anual,6,Aceptada,2026-05-03 19:49:54
1101892-47-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1101892-56-Cot26,6,Aceptada,2026-05-03 19:49:54
1109692-112-AG26,Adquisición De Elementos De Protección Personal E Insumos Técnicos Para Uso Transversal Institucional 1109692-100-Cot26*D1236,4,Enviada a Proveedor,2026-05-03 19:49:54
1109692-113-AG26,"Adquisición De Tablets Para Uso Académico, Entrega En Porvenir 1109692-103-Cot26*D1236",4,Enviada a Proveedor,2026-05-03 19:49:54
1116005-26-SE26,"Servicio De Aseo, Limpieza De Vidrios Y Extraccion De Basura Del Ad. Marcel Marchant",6,Aceptada,2026-05-03 19:49:54
1126922-370-SE26,Rbd 7872 General Pg02 Varas De Leña Corta Para Combustión Colegio Bicentenario Difusión Artística Los Ulmos De La Comuna De Los Muermos,6,Aceptada,2026-05-03 19:49:54
1126922-371-SE26,Rbd 7887 General Pg02 Varas De Leña Corta Para Combustión Escuela Rural Caracol,6,Aceptada,2026-05-03 19:49:54
1138054-139-SE26,Chuleta Y Salmón Cram May 1080089-9-Lq25,6,Aceptada,2026-05-03 19:49:54
1138054-140-SE26,Carne Molida Y Pulpa Cram May 1080089-101-Lq24,6,Aceptada,2026-05-03 19:49:54
1138054-141-SE26,Croquetas Cram May 1080089-9-R125,6,Aceptada,2026-05-03 19:49:54
1138054-143-SE26,Carnes Muj May 1080089-9-Lq25,6,Aceptada,2026-05-03 19:49:54
1138054-145-SE26,Pulpa Muj May 1080089-101-Lq24,6,Aceptada,2026-05-03 19:49:54
1138054-147-SE26,Frutas Y Verduras Muj May 1080089-9-R125,6,Aceptada,2026-05-03 19:49:54
1138054-148-SE26,Kiwi Muj May 1080089-9-Lq25,6,Aceptada,2026-05-03 19:49:54
1138054-151-SE26,Frutas Y Verduras Cram May 1080089-9-R125,6,Aceptada,2026-05-03 19:49:54
1138054-152-SE26,Kiwi Cram May 1080089-9-Lq25,6,Aceptada,2026-05-03 19:49:54
1138054-156-SE26,Alimentos Varios Cram May 1080089-9-Lq25,6,Aceptada,2026-05-03 19:49:54
1138054-157-SE26,Abarrotes Varios Cram May 1080089-9-R12,6,Aceptada,2026-05-03 19:49:54
1138054-162-SE26,Alimentos Varios Muj May 1080089-9-Lq25,6,Aceptada,2026-05-03 19:49:54
1138054-163-SE26,Abarrotes Varios Muj May 1080089-9-R12,6,Aceptada,2026-05-03 19:49:54
1147293-49-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1147293-29-Cot26,6,Aceptada,2026-05-03 19:49:54
1148-22-TD26,Orden De Compra Generada Por Trato Directo Id 1148-11-Ftd26,6,Aceptada,2026-05-03 19:49:54
1183-16-AG26,Articulos Aseo Jardin Pillin 1183-4-Cot26,6,Aceptada,2026-05-03 19:49:54
1186229-96-SE26,Svc De Mantención Y Recarga De Extintores Rex N°20,6,Aceptada,2026-05-03 19:49:54
1195104-121-CM26,Recargas De Gas De 15 Kilos Para Dr Los Ríos,6,Aceptada,2026-05-03 19:49:54
1202511-13-SE26,Servicio De Camion Aljibe Comuna De Padre Las Casas Periodo Enero-Marzo 2026 Camion Patente Sgfx-50 Desde Licitacion 1202511-10-Le25,6,Aceptada,2026-05-03 19:49:54
1202511-14-SE26,Servicio De Camion Aljibe Comuna De Padre Las Casas Periodo Enero-Marzo 2026 Camion Patente Llkg-88 Desde Licitacion 1202511-10-Le25,6,Aceptada,2026-05-03 19:49:54
1202511-32-SE26,Servicio De Camion Aljibe Comuna De Galvarino Periodo Enero-Marzo 2026 Camion Patente Trpt-90 Desde Licitacion 1202511-10-Le25,6,Aceptada,2026-05-03 19:49:54
1208107-12-SE22,Servicio Mantención Vehiculo Institucional,12,Recepción Conforme,2026-05-03 19:49:54
1224792-14-SE26,Orden De Compra Desde 1224792-4-Le26,6,Aceptada,2026-05-03 19:49:54
1233-53-CM26,Orden De Compra: 1233-53-Cm26,6,Aceptada,2026-05-03 19:49:54
1233623-132-TD26,Orden De Compra Generada Por Trato Directo Id 1233623-16-Ftd26,6,Aceptada,2026-05-03 19:49:54
1289649-15-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1289649-8-Cot26,6,Aceptada,2026-05-03 19:49:54
1294237-20-TD26,Orden De Compra Generada Por Trato Directo Id 1294237-12-Ftd26,6,Aceptada,2026-05-03 19:49:54
1298355-322-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1298355-437-Cot26,6,Aceptada,2026-05-03 19:49:54
1306643-172-AG26,2_Sala De Bombas Esterilizacion - Exp 3773/2026,6,Aceptada,2026-05-03 19:49:54
1330174-17-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1330174-17-Cot26,6,Aceptada,2026-05-03 19:49:54
1336365-66-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1336365-60-Cot26,6,Aceptada,2026-05-03 19:49:54
1346350-17-AG26,"Adquisición De Alfombras Cubrepisos 250 Metros, Deportes, Compra Ágil: 1346350-15-Cot26",6,Aceptada,2026-05-03 19:49:54
1350296-755-SE26,"Con/ Convenio De Suministro De Insumos Para Técnicas Manuales De Bacteriología Laboratorio Clínico Umt Hospital Alto Hospicio, Por 24 Meses” Id 1350296-78-Lp25;Fr 2025-1425-14; Mes Mayo 2026 (3 Dh)",6,Aceptada,2026-05-03 19:49:54
1366597-803-TD26,Orden De Compra Generada Por Trato Directo Id 1366597-230-Ftd26,6,Aceptada,2026-05-03 19:49:54
1375761-386-TD26,Orden De Compra Generada Por Trato Directo Id 1375761-53-Ftd26,6,Aceptada,2026-05-03 19:49:54
1375761-392-TD26,Orden De Compra Generada Por Trato Directo Id 1375761-21-Ftd26,6,Aceptada,2026-05-03 19:49:54
1375761-439-TD26,Orden De Compra Generada Por Trato Directo Id 1375761-21-Ftd26,6,Aceptada,2026-05-03 19:49:54
1403-206-CM26,Compra De Abarrotes Rancho Cdp Pto Aysen,12,Recepción Conforme,2026-05-03 19:49:54
1422417-4-SE26,Colación Semana Universitaria Feuv #20260422310005,6,Aceptada,2026-05-03 19:49:54
1426099-72-SE26,Servicio De Aseo Para Dependencias Dr,6,Aceptada,2026-05-03 19:49:54
1426099-73-SE26,Servicio De Aseo Lae Ip,6,Aceptada,2026-05-03 19:49:54
1426099-74-SE26,Servicio De Aseo Ip Irc,6,Aceptada,2026-05-03 19:49:54
1430705-148-SE26,Reactivos Laboratorio Mayo 2026,6,Aceptada,2026-05-03 19:49:54
1430705-149-SE26,Reactivos Laboratorio Mayo 2026,6,Aceptada,2026-05-03 19:49:54
1430705-150-SE26,Reactivos Laboratorio Mayo 2026,6,Aceptada,2026-05-03 19:49:54
1430707-1555-SE26,Torula Algodon Stock Mayo 2026,6,Aceptada,2026-05-03 19:49:54
1430707-1557-SE26,Hisopo De Gasa Stock Mayo 2026,6,Aceptada,2026-05-03 19:49:54
1430707-1558-SE26,Insumos Stock Mayo 2026,6,Aceptada,2026-05-03 19:49:54
1430710-280-AG26,"Detergente Bio De 4,5 Requerimiento 34920/384",6,Aceptada,2026-05-03 19:49:54
1431841-273-CM26,Adquisicion Vales De Gas Daf,6,Aceptada,2026-05-03 19:49:54
1432083-822-AG26,"Edg, Varios Rbds, Pie, 2208999, Transporte Para Operativo Medico Comuna De Los Lagos",4,Enviada a Proveedor,2026-05-03 19:49:54
1432083-823-AG26,"Edg, Varios Rbd´S, Pie, 2208999, Traslado A Operativo Medico En Valdivia",4,Enviada a Proveedor,2026-05-03 19:49:54
1445811-18-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1445811-10-Cot26,6,Aceptada,2026-05-03 19:49:54
1447930-101-AG26,"Ssp – Servicio De Retiro, Suministro E Instalación De Alfombra Para La Seremi De Seguridad Pública De La Región Metropolitana - Orden De Compra Generada Por Invitación A Compra Ágil: 1447930-96-Cot26",6,Aceptada,2026-05-03 19:49:54
1460278-127-AG26,Compra De Aire Acondicionado Portátil 1460278-119-Cot26,6,Aceptada,2026-05-03 19:49:54
1469-912-AG26,2000041075 Orden De Compra Generada Por Invitación A Compra Ágil: 1469-992-Cot26,6,Aceptada,2026-05-03 19:49:54
1469-916-AG26,2000041026 Orden De Compra Generada Por Invitación A Compra Ágil: 1469-989-Cot26,6,Aceptada,2026-05-03 19:49:54
1471-28-AG26,Adquisición De Materiales Eléctricos Para El Mantenimiento Del Aeródromo La Florida La Serena,6,Aceptada,2026-05-03 19:49:54
