Codigo,Nombre,CodigoEstado
1057503-2551-AG26,Orden de Compra generada por invitación a compra ágil: 1057503-1418-COT26,6
1057509-5506-CM26,"Perecibles 20 a 26 Mayo 2026 (CM, PRM)",6
1057509-5517-TD26,Orden de Compra generada por Trato Directo ID 1057509-1333-FTD26,6
1057509-5555-TD26,Orden de Compra generada por Trato Directo ID 1057509-1277-FTD26,6
1057509-5560-TD26,Orden de Compra generada por Trato Directo ID 1057509-1266-FTD26,6
1057509-5582-AG26,"SALA PLOMADA (CA,PSM) 1057509-461-COT26",6
1057509-5598-SE26,Examenes de Laboratorio FEBRERO incorporación 2026(Conv. - CJM),6
1057513-259-AG26,Orden de Compra generada por invitación a compra ágil: 1057513-85-COT26,4
1057514-181-CM26,Orden de Compra: 1057514-181-CM26,6
1057532-717-AG26,F2-103-2026-RVM / ADQUISICIÓN DE 400 TALONARIOS DE RECETAS MEDICAS PARA UNIDAD DE FARMACIA COSAM ORIENTE,4
1057534-584-AG26,Bolsas de papel 1/4,6
1057534-587-AG26,Insumos de escritorio,6
1057534-589-CM26,Insumos clinicos,6
1057536-1009-AG26,ADQUISICION Y ENTREGA DE LEÑA PARA RESIDENCIA TRANSITORIA SERNAMEG. ,12
1057536-1401-TD26,Orden de Compra generada por Trato Directo ID 1057536-54-FTD26,6
1057536-2924-SE25,ARRIENDO DE IPAD /CURSO EPC,12
1057536-2925-SE25,ARRIENDO DE IPAD /CURSO ACLS,12
1057539-1162-SE26,INSUMOS MEDICOS ALMACEN FEBRERO/2026,12
1057539-1243-SE26,INSUMOS MEDICOS ALMACEN FEBRERO/2026,12
1057539-1262-AG26,INSUMOS MEDICOS FEBRERO/2026,12
1057539-1285-CM26,INSUMO MEDICO CONSOLIDAD/FEBRERO 2026,12
1057539-19790-AG25,INSUMOS MEDICOS JULIO/2025,12
1057539-20428-AG25,INSUMOS MEDICOS AGOSTO/2025,12
1057539-20584-CM25,INSUMOS MEDICOS ALMACEN AGOSTO/2025,12
1057539-3570-CM26,Compra de servilletas para CENTRAL,6
1057539-3648-AG26,INSUMOS MEDICOS MAYO/2026,4
1057539-3649-SE26,INSUMOS MEDICOS MAYO/2026,4
1057539-3651-SE26,INSUMOS MEDICOS MAYO/2026,4
1057539-3652-AG26,INSUMOS MEDICOS ALMACEN MAYO/2026,4
1057539-3653-AG26,INSUMOS MEDICOS MAYO/2026,4
1057539-525-AG26,INSUMOS MEDICOS ALMACEN ENERO/2026,12
1057539-638-CM26,INSUMOS MEDICOS ENERO/2026,12
1057539-681-AG26,CONSOLIDADO ENERO,12
1057539-798-CM26,INSUMOS MEDICOS ALMACEN FEBRERO/2026,12
1057540-1290-SE26,PNS ARRIENDO COMPUTADORES SOLIC.1187,4
1057540-1291-SE26,"PNS ARRIENDO PC,NOTEBOOK SOLIC.1184",4
1057541-420-AG26,Orden de Compra generada por invitación a compra ágil: 1057541-251-COT26. PAPEL FOTOCOPIA CARTA Y ARCHIVADORES. COSAM LOS CERROS,5
1057544-9072-SE26,ORDEN DE COMPRA DESDE 1057544-117-LP25,6
1057544-9199-SE26,ORDEN DE COMPRA DESDE 1057544-404-LP25,12
1057544-9351-SE26,RENDICION IMPLANTABLES ELECTROFISIOLOGIA,6
1057544-9371-AG26,Orden de Compra generada por invitación a compra ágil: 1057544-211-COT26,4
1057544-9385-SE26,GRAN COMPRA 81777 ALIMENTOS,6
1057544-9387-SE26,ORDEN DE COMPRA DESDE 1057544-361-LQ24	,4
1057547-3876-SE26,ORDEN DE COMPRA DESDE 1057547-111-LR24,12
1057547-6613-AG26,Orden de Compra generada por invitación a compra ágil: 1057547-1032-COT26,6
1057547-7055-SE26,ORDEN DE COMPRA DESDE 1057547-154-LE25,6
1057547-7058-SE26,ORDEN DE COMPRA DESDE 1057547-621-LQ24,6
1057547-7066-CM26,Orden de Compra: 1057547-7066-CM26,6
1057547-7068-TD26,Orden de Compra generada por Trato Directo ID 1057547-155-FTD25,6
1057547-7069-SE26,ORDEN DE COMPRA DESDE 1057547-417-LP25,4
1057547-7074-SE26,ORDEN DE COMPRA DESDE 1057547-417-LP25,4
1057548-441-AG26,"Compra ágil, aspiradoras: 1057548-241-COT26",6
1057549-189-SE26,Convenio de suministro para servicios de mantenimiento de estanques de almacenamiento de agua potable para establecimientos dependientes del Servicio de Salud Los Ríos” ID N° 1057545-26-LP26,4
1057549-215-SE26,"Servicios de mantención preventiva a equipos médicos críticos y relevantes HFC de Lanco, desde ID N°1057545-20-LR26",4
1057550-152-SE26,Mant. Prev. Equipos Categoria Anestesia y Ventilac,4
1057550-153-SE26,Mant. Prev. Equipos de Especialidades,4
1057804-13-AG26,1057804-13-AG26 BATERIA ADOS-2 COSAM,6
1057876-3-AG26,RR.FF./VABO/CA: 1057876-3-COT26,6
1058001-260-SE26,Ketorolaco am 30 mg 1 ml,6
1058012-1100-SE26,(FAR) FALTA CENABAST MAYO/  IPRATROPIO BROMURO 20 MCG INHALADOR PRESURIZADO ORAL,6
1058024-830-AG26,FA NVC AG PEDIDO JUNIO 2026,6
1058035-118-AG26,CLOTIAZEPAM 5 MG (10-100-212-026-00): 1058035-119-COT26,6
1058036-342-SE26,Suero fisiológico 3000 ml,6
1058044-728-AG26,Fármacos Stock Mayo 2026,4
1058044-730-AG26,Fármacos Stock Mayo 2026,4
1058071-479-SE26,DEXAM.FOSF. SODIC 4 MG/1ML SOL.INY AM/FAM,12
1058071-483-SE26,PREDNISONA 5 MG CM/CM REC,12
1058071-491-SE26,LECHES,12
1058071-497-SE26,JARABES,12
1058071-499-SE26,FENILEFRINA 005%,12
1058071-83-SE26,DAPTOMICINA 500MG POLV LIOF FAM,12
1058078-1548-AG26,Orden de Compra generada por invitación a compra ágil: 1058078-315-COT26,6
1058085-1109-SE26,MED BENDAMUSTINA 25 MG Y 100 MG POLVO PARA SOLUCIÓ,6
1058086-10504-SE25,ORDEN DE COMPRA DESDE 1058086-6-LR23,12
1058086-10625-SE25,ORDEN DE COMPRA DESDE 1058086-6-LR23,12
1058086-10626-SE25,ORDEN DE COMPRA DESDE 1058086-6-LR23,12
1058086-2419-AG26,Orden de Compra generada por invitación a compra ágil: 1058086-100-COT26,6
1058090-639-AG26,1058090-111-COT26 FOSFATO MONOSODICO 1 GR,6
1058095-787-SE26,REPOSICIÓN MEDICAMENTOS MAYO 2026,6
1058097-587-AG26,Orden de Compra generada por invitación a compra ágil: 1058097-407-COT26,6
1058097-588-AG26,Orden de Compra generada por invitación a compra ágil: 1058097-402-COT26,6
1058102-416-AG26,Orden de Compra generada por invitación a compra ágil: 1058102-216-COT26,6
1058137-17-SE26,CS FARMACOS HC,4
1058137-18-SE26,CS FARMACOS (LAB. CHILE),4
1058141-2228-AG25,(APM) PEDIDO EXTRA FARMACIA PNH 16733 ETIPOSIDO 10 MG/ML SOLUCION ORAL ID: 1058141-1342-COT25,12
1058141-255-AG26,PEDIDO EXTRA FARMACIA : 1058141-188-COT26,12
1058141-713-AG26,(APM) INCUMPLIMIENTO CENABAST ABRIL ONDANSETRON CM SL 8 MG ID: 1058141-633-COT26,12
1058758-101-AG26,Orden de Compra generada por invitación a compra ágil: 1058758-59-COT26,6
1062448-1506-CM26,COMPRA DE VALES DE GAS: 1062448-1506-CM26,4
1063535-6332-SE26,FARMACOS MAYO,6
1063535-6335-SE26,FARMACOS MAYO,4
1063538-3745-AG26,Orden de Compra generada por invitación a compra ágil: 1063538-1052-COT26,6
1063538-3746-AG26,Orden de Compra generada por invitación a compra ágil: 1063538-1011-COT26,6
1063538-3761-AG26,Orden de Compra generada por invitación a compra ágil: 1063538-957-COT26,4
1070620-10399-SE24,TD. REX.1810.JCP STENT CORONARIO MEDTRONIC 24.10.2,4
1070620-4497-AG26,JIF-Orden de Compra generada por invitación a compra ágil: 1070620-1556-COT26,6
1075337-8117-AG26,"rvv Compra Pedido Alimentación No perecibles (café descafeinado, dulce membrillo kg, esencia vainilla, otros) Mayo 2026 compra ágil: 1075337-889-COT26",12
1075963-1597-SE26,ORDEN DE COMPRA DESDE 1075963-513-LR22 SR221611,12
1075963-5377-SE26,ORDEN DE COMPRA DESDE 1075963-593-LQ23 REORDEN,12
1075963-5378-SE26,ORDEN DE COMPRA DESDE 1075963-118-LR25 REORNDEN ,12
1075963-5468-SE26,OC DESDE 1075963-289-LE25 SR: 231097,12
1075963-5472-SE26,OC DESDE 1075963-289-LE25 SR: 231179,12
1075963-5570-SE26,OC DESDE 1075963-368-LP24 SR: 231541,12
1075963-5578-SE26,ORDEN DE COMPRA DESDE 1075963-581-LR24 SR 231637,12
1075963-5852-SE26,OC DESDE 1075963-409-LE25 SR: 231792 ,12
1075963-5959-SE26,ORDEN DE COMPRA DESDE 1075963-127-LR25 R312474,12
1075963-5981-SE26,ORDEN DE COMPRA DESDE 1075963-427-LE25 R312956,12
1075963-5994-SE26,ORDEN DE COMPRA DESDE 1075963-109-LE26 REORDEN,12
1075963-5997-SE26,ORDEN DE COMPRA DESDE 1075963-412-LE25 REORDEN,12
1075963-6003-SE26,ORDEN DE COMPRA DESDE 1075963-512-LR22 R311918,12
1075963-6014-SE26,ORDEN DE COMPRA DESDE 1075963-404-LE25 REORDEN,12
1075963-6017-SE26,ORDEN DE COMPRA DESDE 1075963-514-LR22 R313148,12
1075963-6019-SE26,ORDEN DE COMPRA DESDE 1075963-552-LR24 R312450,12
1075963-6184-SE26,ORDEN DE COMPRA DESDE 1075963-245-LE25 SR 232315,12
1075963-6217-AG26,Orden de Compra generada por invitación a compra ágil: 1075963-647-COT26,12
1075963-6258-AG26,Orden de Compra generada por invitación a compra ágil: 1075963-667-COT26,6
1075963-6344-CM26,Orden de Compra: 1075963-6344-CM26 R: 313141,12
1075963-6377-SE26,ORDEN DE COMPRA DESDE 1075963-180-LE26 SR232232,6
1075963-909-SE26,ORDEN DE COMPRA DESDE 1075963-513-LR22 REORDENES,12
1077920-184-TD26,Orden de Compra generada por Trato Directo ID 1077920-2-FTD26,6
1078078-1353-TD26,Orden de Compra generada por Trato Directo ID 1078078-156-FTD26,6
1079445-268-CM26,ADQ. 2800 LT GAS A GRANEL RETEN PAMPA GUANACO,6
1079516-472-CM26,Orden de Compra: 1079516-472-CM26,6
1079576-322-CM26,"ADQUISICION DE VERDURAS, PARA LA COMISION RANCHO DE LA 5TA. COMISARIA COP CONCEPCION, SEGUN D/E 251815126",12
1079576-327-CM26,ADQUISICIÓN UTILES DE ASEO PARA EL CASINO DE LA 4TA. COMISARÍA CORONEL SEGUN D/E 252147930.,12
1079576-333-CM26,ADQUISICIÓN FRUTAS Y VERDURAS  PARA EL CASINO DE LA 4TA. COMISARÍA CORONEL SEGUN D/E 252413275,12
